cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"3248","0","173959","3828241","The First National Bank of Hebbronville","Hebbronville","TX","78361","6/30/2019","11/18/2019","N","305 North Smith Street","HEBBRONVILLE REGIONAL BANCSHARES, INC.","1","0","0","7","1","Jim Hogg","","","1/1/1913","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","74095","74095","63353","0","10742","0","0","0","","27395","14899","46700","419","8974","37307","59196","14899","59196","64382","58280","1959","0","0","0","",""
"5162","11509","23456","1125290","The First National Bank of Henning","Ottertail","MN","56571","6/30/2019","11/18/2019","N","106 Mn Highway 78 N","HENNING BANCSHARES, INC.","3","0","0","4","1","Otter Tail","","","8/1/1903","1/1/1934","3/2/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbhenning.com","181491","181491","160640","0","20851","0","0","0","","84814","21902","96677","12620","19680","64377","159589","21902","159589","170334","168102","13324","0","0","0","",""
"4123","14385","816256","1140060","The First National Bank of Hooker","Hooker","OK","73945","6/30/2019","11/18/2019","N","119 North Broadway","HOOKER NATIONAL BANCSHARES, INC.","1","0","0","2","0","Texas","","","6/23/1914","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","60731","60731","52400","0","8331","0","0","0","","27949","13297","32782","4128","10110","18544","47434","13297","47434","54498","49395","1929","0","0","0","",""
"4690","0","870856","1472079","The First National Bank of Hope","Hope","KS","67451","6/30/2019","11/18/2019","N","112 North Main Street","HOPE BANCSHARES, INC.","3","0","0","2","1","Dickinson","","","1/1/1923","1/1/1934","4/20/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","66460","66460","58134","0","8326","0","0","0","","23280","16036","43180","4844","9746","28590","50424","16036","50424","63585","57694","3090","0","0","1936","",""
"3268","10026","849357","1838068","The First National Bank of Hughes Springs","Hughes Springs","TX","75656","6/30/2019","11/18/2019","N","505 East First Street","CHALYBEATE SPRINGS CORPORATION","17","0","0","4","1","Cass","","","6/3/1903","1/1/1934","1/27/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbhs.com","234778","234778","197413","0","37154","212","0","0","","30218","22162","204561","0","161933","42628","212617","22162","212616","219542","188332","4787","0","0","0","",""
"3029","0","276551","1998702","The First National Bank of Hugo","Hugo","CO","80821","6/30/2019","11/18/2019","N","321 4th Street","FIRST LIBERTY CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","3","0","0","2","1","Lincoln","","","11/16/1903","1/1/1934","12/15/2008","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.fnbhugo.com","106457","106457","83884","0","22573","0","0","0","","49234","34385","57223","24055","17607","15561","72072","34385","72072","105109","81606","3479","0","0","0","",""
"4697","12743","754853","1139354","The First National Bank of Hutchinson","Hutchinson","KS","67501","6/30/2019","11/18/2019","N","1 North Main Street","FIRST KANSAS BANCSHARES, INC.","8","0","0","4","0","Reno","","","5/2/1876","1/1/1934","9/24/2012","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","585260","585260","490758","0","75364","19138","0","0","","224853","173687","360407","90563","175022","94822","411573","196146","389114","574807","480152","24313","0","0","0","",""
"11252","11601","379649","1246618","The First National Bank of Izard County","Calico Rock","AR","72519","6/30/2019","11/18/2019","N","2005 Highway 56","WYATT BANCSHARES, INC.","5","0","0","2","0","Izard","","","5/1/1914","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.fnbizardcounty.com","107624","107624","97752","216","9656","0","0","0","","46553","30630","61071","4722","20344","36005","76994","30659","76965","99057","94553","6021","0","0","0","",""
"2698","0","620015","1132168","The First National Bank of Jackson","Jackson","KY","41339","6/30/2019","11/18/2019","N","1126 Main Street","FIRST NATIONAL HOLDING COMPANY OF JACKSON, THE","2","0","0","8","0","Breathitt","","","1/1/1909","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","87483","87483","83364","0","4119","0","0","0","","24593","19530","62890","336","20604","41950","67953","19530","67953","80234","82298","8285","0","0","0","",""
"4290","0","622037","1085303","The First National Bank of Jeanerette","Jeanerette","LA","70544","6/30/2019","11/18/2019","N","1331 East Main Street","JEANERETTE FIRST NATIONAL BANCORP, INC.","7","0","0","4","1","Iberia","29180","Lafayette, LA","6/5/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","228469","228469","198753","0","29716","0","0","0","","108270","62835","120199","25350","41101","53746","165634","62835","165635","210915","161154","7707","0","0","0","",""
"5422","0","563457","1945340","The First National Bank of Johnson","Johnson","NE","68378","6/30/2019","11/18/2019","N","125 Main Street","FIRST NATIONAL JOHNSON BANCSHARES, INC.","2","0","0","2","0","Nemaha","","","5/6/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","52631","52631","48492","0","4139","0","0","0","","25906","11893","26725","4130","12181","10414","40738","11893","40738","52631","49114","1713","0","0","0","",""
"3281","0","608451","4805829","The First National Bank of Kemp","Kemp","TX","75143","6/30/2019","11/18/2019","N","100 South State Highway 274","FNBK HOLDINGS, INC.","2","0","0","8","0","Kaufman","19100","Dallas-Fort Worth-Arlington, TX","8/3/1901","1/1/1934","3/29/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","83522","83522","75479","0","8043","0","0","0","","52960","42186","30562","8877","11022","10663","41336","40405","43117","80162","72507","2546","0","0","0","",""
"3688","11616","824738","1208988","The First National Bank of Lacon","Lacon","IL","61540","6/30/2019","11/18/2019","N","111 South Broad Street","FIRST LACON CORP.","1","0","0","2","1","Marshall","37900","Peoria, IL","4/11/1864","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","59581","59581","38659","0","20922","0","0","0","","23297","9612","36284","16258","7711","12315","49969","9612","49969","57163","44246","2768","0","0","0","",""
"3034","11418","513256","1064027","The First National Bank of Las Animas","Las Animas","CO","81054","6/30/2019","11/18/2019","N","535 Bent Avenue","FIRST BANKSHARES OF LAS ANIMAS, INC.","6","0","0","2","1","Bent","","","1/1/1901","1/1/1934","1/13/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.fnblasanimas.com","328931","328931","262713","0","65918","299","0","0","","151029","74330","177901","40528","77053","60320","254600","74330","254601","312200","250331","10408","1183","1183","0","",""
"3896","0","799948","3288425","The First National Bank of Lawrence County at Walnut Ridge","Walnut Ridge","AR","72476","6/30/2019","11/18/2019","N","202 West Main Street","FIRST NATIONAL CAPITAL CORPORATION","6","0","0","2","1","Lawrence","","","3/27/1919","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","188956","188956","151810","0","37146","0","0","0","","32266","13500","156690","71969","15554","69167","175456","13500","175456","161971","151861","8820","921","921","0","",""
"5180","12818","986551","1126934","The First National Bank of Le Center","Le Center","MN","56057","6/30/2019","11/18/2019","N","10 West Minnesota Street","TRAXSHARES, INC.","1","0","0","2","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.fnblecenter.com","113128","113128","74476","0","38652","0","0","0","","58162","15664","54966","11819","11292","31854","97464","15664","97464","107618","70830","3434","1500","0","0","",""
"4134","0","296858","1917897","The First National Bank of Lindsay","Lindsay","OK","73052","6/30/2019","11/18/2019","N","101 South Main Street","FIRST LINDSAY CORPORATION","1","0","0","4","0","Garvin","","","4/2/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","55533","55533","49473","95","5965","0","0","0","","31518","17849","24015","0","11901","12114","37684","17849","37684","51100","46074","0","0","0","0","",""
"3303","0","811457","0","The First National Bank of Lipan","Lipan","TX","76462","6/30/2019","11/18/2019","N","101 East Lipan Drive","","1","0","0","7","0","Hood","","","1/1/1907","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","18840","18840","18327","0","513","0","0","0","","11623","10977","7217","1008","3120","3090","7863","11017","7823","18550","15981","0","0","0","0","",""
"3807","0","370347","1099346","The First National Bank of Litchfield","Litchfield","IL","62056","6/30/2019","11/18/2019","N","324 North State Street","FIRST MONTGOMERY BANCORP, INC.","2","0","0","2","1","Montgomery","","","1/1/1860","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","83079","83079","70654","0","12425","0","0","0","","36860","12731","46219","8757","10673","26788","70348","12731","70348","81244","66061","3026","0","0","0","",""
"3305","15937","630658","2504285","The First National Bank of Livingston","Livingston","TX","77351","6/30/2019","11/18/2019","N","2121 Highway 190 West","FNB COMPANY","3","0","0","7","1","Polk","","","3/17/1902","1/1/1934","10/10/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fnblivingston.com","317339","317339","284619","0","32720","0","0","0","","183696","141506","133643","18230","76916","38497","175833","141506","175833","316005","260087","8145","0","0","0","",""
"7072","0","837000","1048894","The First National Bank of Long Island","Glen Head","NY","11545","6/30/2019","11/18/2019","N","10 Glen Head Road","FIRST OF LONG ISLAND CORPORATION, THE","52","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","10/1/1927","1/1/1934","6/9/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.fnbli.com","3322562","3322562","2602692","0","719870","0","0","0","","517208","429663","2805354","1144677","996013","664664","2892899","932458","2390104","2888301","1653730","83843","334665","334665","0","",""
"4722","0","132451","0","The First National Bank of Louisburg","Louisburg","KS","66053","6/30/2019","11/18/2019","N","1201 West Amity Street","","3","0","0","8","1","Miami","28140","Kansas City, MO-KS","8/10/1920","1/1/1934","8/24/2007","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","97746","97746","89181","0","8565","0","0","0","","53062","45318","44684","9559","16465","18660","52428","45318","52428","90248","73372","1879","0","0","0","",""
"4951","9274","290230","1085488","The First National Bank of Manchester","Manchester","TN","37355","6/30/2019","11/18/2019","N","100 West High Street","FCB CORPORATION","4","0","0","4","0","Coffee","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","255738","255738","222221","0","33517","0","0","0","","117273","56244","138465","3364","38326","96776","199494","56244","199494","222982","199767","15051","4071","2005","0","",""
"2708","11148","719610","1427220","The First National Bank of Manchester","Manchester","KY","40962","6/30/2019","11/18/2019","N","120 Town Branch Road","FIRST NATIONAL FINANCIAL CORPORATION","4","0","0","4","0","Clay","","","2/5/1905","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","117547","117547","97125","0","20421","0","0","0","","54760","26362","62786","1775","13490","47521","91184","24831","92716","102820","98855","10283","0","0","0","",""
"4477","15806","818540","1491838","The First National Bank of Manning","Manning","IA","51455","6/30/2019","11/18/2019","N","401 Main Street","MANNING FINANCIAL SERVICES, INC.","1","0","0","2","0","Carroll","","","1/1/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.fnbmanning.com","50645","50645","44593","0","6052","0","0","0","","20206","5593","30439","7400","10558","12481","45052","5086","45559","48719","44957","3991","0","0","0","",""
"6637","14205","44929","1137891","The First National Bank of McConnelsville","Mcconnelsville","OH","43756","6/30/2019","11/18/2019","N","86 North Kennebec Avenue","FNB SHARES, INC.","6","0","0","8","0","Morgan","","","7/1/1863","1/1/1934","1/20/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.first-national.com","136242","136242","103665","0","32577","0","0","0","","69287","26973","66955","734","43985","22237","109269","27314","108928","133719","106768","7605","0","0","0","",""
"3330","0","895055","4619437","The First National Bank of McGregor","Mc Gregor","TX","76657","6/30/2019","11/18/2019","N","401 South Main Street","MCGREGOR BANCSHARES, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","1/1/1889","1/1/1934","4/10/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","428506","428506","249246","0","74250","105009","0","0","","66663","40918","361842","6854","15151","339838","387587","40918","387588","185194","347035","5776","170560","138959","122848","",""
"20081","0","231336","1491913","The First National Bank of McHenry","Mchenry","IL","60050","6/30/2019","11/18/2019","N","3814 West Elm Street","BLACKHAWK BANCORP, INC.","3","0","0","7","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/28/1969","11/28/1969","7/18/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","151354","151354","122524","0","28830","0","0","0","","68238","24524","83116","25809","33115","24192","126830","24524","126830","148267","114993","7546","0","0","0","",""
"5196","0","988256","0","The First National Bank of McIntosh","Mcintosh","MN","56556","6/30/2019","11/18/2019","N","260 Cleveland Ave. Sw","","1","0","0","2","1","Polk","24220","Grand Forks, ND-MN","8/22/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","18148","18148","15179","0","2969","0","0","0","","7742","3751","10406","5234","724","4449","14397","3751","14397","16846","17185","507","0","0","0","",""
