cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"4016","12075","326858","1126354","The First National Bank in Sioux Falls","Sioux Falls","SD","57101","6/30/2019","11/18/2019","N","100 South Phillips Avenue","MINNEHAHA BANSHARES, INC.","18","0","0","2","0","Minnehaha","43620","Sioux Falls, SD","9/8/1885","1/1/1934","4/1/2007","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","1028026","1028026","915123","0","111281","1621","0","0","","142176","59329","885849","0","746639","139211","968696","338008","690018","948491","651518","12598","113026","39981","0","",""
"14924","0","126740","1902754","The First National Bank in Staunton","Staunton","IL","62088","6/30/2019","11/18/2019","N","115 South Elm Street","FIRST STAUNTON BANCSHARES, INC.","9","0","0","4","1","Macoupin","41180","St. Louis, MO-IL","12/12/1934","12/17/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","435733","435733","398610","2","37121","0","0","0","","40138","23369","395595","49984","224490","121119","412364","90174","345559","429286","390938","26130","249","249","0","",""
"3749","0","353546","1492497","The First National Bank in Tremont","Tremont","IL","61568","6/30/2019","11/18/2019","N","134 South Sampson Street","TREMONT BANCORP, INC.","3","0","0","2","0","Tazewell","37900","Peoria, IL","11/18/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","100658","100658","93252","0","7406","0","0","0","","57099","40085","43559","17674","0","25884","60573","20073","80585","95328","89798","2646","1000","1000","0","",""
"14584","0","474058","1054073","The First National Bank in Trinidad","Trinidad","CO","81082","6/30/2019","11/18/2019","N","100 East Main Street","REPUBLIC TRINIDAD CORPORATION","5","0","1","8","1","Las Animas","","","4/16/1875","7/13/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","184707","184707","140011","0","43734","962","0","0","","101251","52686","83456","27207","26561","29688","132021","53577","131130","179999","142938","3497","0","0","0","",""
"6442","0","188917","2579612","The First National Bank of Absecon","Absecon","NJ","8201","6/30/2019","11/18/2019","N","106 New Jersey Avenue","ABSECON BANCORP","4","0","0","8","0","Atlantic","12100","Atlantic City-Hammonton, NJ","3/20/1916","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","130864","130864","130861","2","1","0","0","0","","11555","4529","119309","4190","103612","11507","126335","22229","108635","130560","122375","3920","0","0","0","",""
"3067","0","340751","1246926","The First National Bank of Albany","Albany","TX","76430","6/30/2019","11/18/2019","N","100 South Main Street","ALBANY BANCSHARES, INC.","5","0","0","4","1","Shackelford","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","508281","508281","479932","0","27839","510","0","0","","38363","31178","469918","48753","206514","214651","477103","160973","347308","348219","388454","11838","120596","120596","0","",""
"12365","13905","990642","2227409","The First National Bank of Allendale","Allendale","IL","62410","6/30/2019","11/18/2019","N","301 East Main Street","ALLENDALE BANCORP, INC","3","0","0","2","0","Wabash","","","1/1/1906","1/1/1934","6/4/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","201705","201705","157112","0","44219","373","0","0","","97939","35164","103765","16440","22981","64343","166540","35164","166541","183900","149334","6615","0","0","0","",""
"3075","0","362155","1108323","The First National Bank of Anderson","Anderson","TX","77830","6/30/2019","11/18/2019","N","1071 Hwy 90 South","FIRST ANDERSON BANCSHARES, INC.","2","0","0","4","0","Grimes","","","7/5/1904","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","157357","157357","143220","0","14137","0","0","0","","64710","48793","92647","8460","24829","59358","108564","48739","108619","134010","113946","1515","0","0","10286","",""
"3078","0","366359","1103702","The First National Bank of Anson","Anson","TX","79501","6/30/2019","11/18/2019","N","1021 12th Street","ANSON BANCSHARES, INC.","1","0","0","8","1","Jones","10180","Abilene, TX","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","55832","55832","37962","0","17870","0","0","0","","48538","24898","7294","2221","0","5073","30934","25194","30637","54082","40474","611","0","0","0","",""
"3599","15737","593333","2734073","The First National Bank of Arenzville","Arenzville","IL","62611","6/30/2019","11/18/2019","N","110 South Charles Street","ARENZVILLE BANCORP, INC","3","0","0","2","1","Cass","","","1/1/1882","1/1/1934","3/26/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","73283","73283","67925","0","5358","0","0","0","","33607","14282","39676","9583","12774","17318","59001","14282","59001","70689","61633","2833","0","0","0","",""
"3079","0","138257","5325212","The First National Bank of Aspermont","Aspermont","TX","79502","6/30/2019","11/18/2019","N","136 West 7th Street","ASPERMONT BANKSHARES, INC.","1","0","0","2","1","Stonewall","","","4/21/1901","1/1/1934","6/5/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","52439","52439","39071","15","13353","0","0","0","","36247","29682","16192","0","2379","13813","22757","29766","22673","47106","34474","0","0","0","0","",""
"3600","0","604033","0","The First National Bank of Assumption","Assumption","IL","62510","6/30/2019","11/18/2019","N","141 North Chestnut Street","","1","0","0","2","0","Christian","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","18020","18020","14059","0","3961","0","0","0","","10885","5233","7135","0","4722","2413","12787","5233","12787","18020","16269","151","0","0","0","",""
"3761","13846","858443","1134603","The First National Bank of Ava","Ava","IL","62907","6/30/2019","11/18/2019","N","304 West Main Street","HEADQUARTERS HOLDING COMPANY","1","0","0","2","0","Jackson","16060","Carbondale-Marion, IL","1/1/1917","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbava.com","54221","54221","46058","0","8163","0","0","0","","20075","8789","34146","3320","12588","18238","45432","9094","45127","53942","49624","2554","0","0","0","",""
"5087","0","392255","1122413","The First National Bank of Bagley","Bagley","MN","56621","6/30/2019","11/18/2019","N","31 Central Street East","FIRST NATIONAL AGENCY OF BAGLEY, INC.","2","0","0","2","1","Clearwater","","","6/2/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbagley.com","81669","81669","63111","0","18557","0","0","0","","42301","19058","39367","10610","14663","14094","62610","19058","62611","77860","65484","4664","0","0","0","",""
"3087","0","160454","1106990","The First National Bank of Ballinger","Ballinger","TX","76821","6/30/2019","11/18/2019","N","911 Hutchings Avenue","TEXAS COUNTRY BANCSHARES, INC.","3","0","0","4","1","Runnels","","","6/29/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","164092","164092","145550","0","18542","0","0","0","","72128","50495","91964","20952","20344","50670","113597","50495","113597","140666","121269","1929","0","0","1","",""
"5337","13186","627854","1124163","The First National Bank of Bangor","Bangor","WI","54614","6/30/2019","11/18/2019","N","1798 Commercial Street","BOSSHARD BANCO, LTD.","5","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/1/1903","1/1/1934","9/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","","143430","143430","135039","0","8391","0","0","0","","39735","26604","103695","49367","32795","21533","116826","26604","116826","142552","124009","18597","0","0","0","",""
"3091","13670","18050","2410304","The First National Bank of Bastrop","Bastrop","TX","78602","6/30/2019","11/18/2019","N","489 Highway 71 West","BASTROP BANCSHARES, INC.","6","0","0","4","1","Bastrop","12420","Austin-Round Rock, TX","8/15/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","537130","537130","469892","0","67238","0","0","0","","276366","189450","260764","49666","77937","133161","347680","189450","347680","491692","406738","11365","0","0","0","",""
"3607","0","368933","1839177","The First National Bank of Beardstown","Beardstown","IL","62618","6/30/2019","11/18/2019","N","300 Washington Street","MASCOUTEN BANCORP, INC.","3","0","0","2","1","Cass","","","2/24/1887","1/1/1934","7/2/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","110739","110739","95615","0","14623","501","0","0","","52152","21938","58587","14221","18956","25410","88801","21938","88801","108441","94133","2809","0","0","0","",""
"6528","12939","243414","1071258","The First National Bank of Bellevue","Bellevue","OH","44811","6/30/2019","11/18/2019","N","120 North Street","FIRST BANCSHARES INC.","7","0","0","4","0","Huron","","","9/15/1875","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","195090","195090","182447","0","12639","5","0","0","","83202","35272","111889","36905","31516","43468","159819","34961","160129","162106","158467","3129","28481","23446","7568","",""
"3099","0","91754","2112439","The First National Bank of Bellville","Bellville","TX","77418","6/30/2019","11/18/2019","N","100 East Main Street","INDUSTRY BANCSHARES, INC.","3","0","0","7","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","7/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.fnbbellville.com","594787","594787","481887","0","112685","215","0","0","","167145","65030","427642","75235","73370","279037","529757","65030","529757","504776","434621","45556","0","0","0","",""
"4630","15384","1011553","1063244","The First National Bank of Beloit","Beloit","KS","67420","6/30/2019","11/18/2019","N","101 East Main Street","FIRST NATIONAL BANKSHARES OF BELOIT, INC.","1","0","0","2","0","Mitchell","","","1/1/1884","1/1/1934","8/4/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","61279","61279","45151","0","16128","0","0","0","","33162","18742","28117","7209","7737","13171","42537","18742","42537","60626","46772","2015","0","0","0","",""
"5093","0","363657","1248546","The First National Bank of Bemidji","Bemidji","MN","56601","6/30/2019","11/18/2019","N","1600 Paul Bunyan Dr","FIRST NATIONAL BANK OF BEMIDJI ESOP AND TRUST","4","0","0","4","1","Beltrami","","","11/27/1897","1/1/1934","2/19/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbemidji.com","505940","505940","466934","13","38993","0","0","0","","31408","21989","474532","132584","136475","205473","483951","85998","419942","468191","426821","78278","0","0","0","",""
"6530","0","735414","1859193","The First National Bank of Blanchester","Blanchester","OH","45107","6/30/2019","11/18/2019","N","121 East Main Street","FIRST BLANCHESTER BANCSHARES, INC.","1","0","0","6","0","Clinton","","","3/8/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.fnbblanchester.com","55076","55076","46886","0","8191","0","0","0","","24003","24003","31074","9631","13927","7516","31074","5234","49842","53874","48243","2061","0","0","0","",""
"2682","12369","798512","2262503","The First National Bank of Brooksville","Brooksville","KY","41004","6/30/2019","11/18/2019","N","105 Locust St","FNB BANCSHARES, INC.","2","0","0","8","1","Bracken","17140","Cincinnati, OH-KY-IN","7/7/1907","1/1/1934","9/10/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","51648","51648","39259","0","12389","0","0","0","","24239","10911","27409","5911","10119","11379","40737","10096","41552","50727","41885","3693","0","0","0","",""
"3770","0","207041","2199083","The First National Bank of Brownstown","Brownstown","IL","62418","6/30/2019","11/18/2019","N","108 East Main Street","FIRST BROWNSTOWN BANCORP, INC","1","0","0","2","0","Fayette","","","6/1/1913","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","33961","33961","28483","0","5478","0","0","0","","10604","4568","23357","3648","9476","10233","29393","4989","28972","32147","29925","3283","0","0","0","",""
"2786","0","465337","1245684","The First National Bank of Brundidge","Brundidge","AL","36010","6/30/2019","11/18/2019","N","137 South Main Street","FIRST BRUNDIDGE BANCSHARES, INC.","2","0","0","2","0","Pike","","","10/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","69290","69290","59331","0","9959","0","0","0","","25394","13668","43896","8171","8682","27043","55622","13668","55621","62076","56329","3690","0","0","0","",""
"5105","0","108652","3288911","The First National Bank of Buhl","Buhl","MN","55713","6/30/2019","11/18/2019","N","121 State Street","TIMBERLAND BANCORP","2","0","0","6","1","Saint Louis","20260","Duluth, MN-WI","2/1/1902","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","22813","22813","17527","0","5286","0","0","0","","8820","3023","13993","4215","4072","5707","19790","3023","19790","20706","17684","515","0","0","0","",""
"3777","14587","209148","1098929","The First National Bank of Carmi","Carmi","IL","62821","6/30/2019","11/18/2019","N","201 East Main Street","SOUTHERN ILLINOIS BANCORP, INC.","9","0","1","2","0","White","","","12/20/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.firstbank.com","372957","372957","346878","0","26079","0","0","0","","52116","42479","320841","154793","96402","69646","330478","111943","261014","365770","294964","7976","0","0","0","",""
"5115","0","280558","1125320","The First National Bank of Cokato","Cokato","MN","55321","6/30/2019","11/18/2019","N","365 Broadway Avenue South","KNOFF BANCSHARES, INC.","1","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/1916","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","56716","56716","54831","0","1575","309","0","0","","28023","23252","28692","10938","13301","4453","33463","23253","33463","56716","41923","1127","0","0","0","",""
"5117","12953","311658","1122217","The First National Bank of Coleraine","Coleraine","MN","55722","6/30/2019","11/18/2019","N","600 Powell Ave","JAN-MAR CORP.","2","0","0","8","0","Itasca","","","1/1/1906","1/1/1934","4/23/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","75212","75212","62441","1","12770","0","0","0","","33296","11994","41916","3768","22482","15664","63218","11994","63218","70673","56282","3768","0","0","0","",""
"6574","0","935719","1417267","The First National Bank of Dennison","Dennison","OH","44621","6/30/2019","11/18/2019","N","105 Grant Street","FNB, INC.","5","0","0","8","0","Tuscarawas","","","10/16/1933","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","205640","205640","191605","0","14035","0","0","0","","80218","43715","125422","32496","56207","36719","161925","43903","161737","201620","176229","11150","0","0","0","",""
"4654","0","636753","1066946","The First National Bank of Dighton","Dighton","KS","67839","6/30/2019","11/18/2019","N","105 East Log Street","DIGHTON NATIONAL BANCSHARES, INC.","1","0","0","2","0","Lane","","","5/2/1888","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","42897","42897","35954","0","6943","0","0","0","","18087","14102","24810","15477","3404","5929","28795","14102","28795","42897","34506","768","0","0","0","",""
"2794","14685","496434","3013793","The First National Bank of Dozier","Dozier","AL","36028","6/30/2019","11/18/2019","N","7825 South Main Street","FIRST DOZIER BANCSHARES, INC.","1","0","0","7","0","Crenshaw","","","3/10/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","27407","27407","24705","0","2702","0","0","0","","13399","8481","14008","764","2871","10373","18926","8481","18926","26707","24321","2521","0","0","0","",""
"7031","14173","241009","0","The First National Bank of Dryden","Dryden","NY","13053","6/30/2019","11/18/2019","N","7 West Main Street","","3","0","0","7","0","Tompkins","27060","Ithaca, NY","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","179161","179161","114000","0","65161","0","0","0","","56090","47079","123071","74472","40101","8498","132082","47079","132082","178547","96164","4067","0","0","0","",""
"3179","11421","651952","2723648","The First National Bank of Eagle Lake","Eagle Lake","TX","77434","6/30/2019","11/18/2019","N","100 Commerce Street","EAGLE LAKE BANCSHARES, INC.","3","0","0","2","1","Colorado","","","12/30/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.fnbeaglelake.com","95250","95250","83765","0","11484","0","0","0","","46641","34151","48608","19478","12249","16881","61098","34151","61099","90847","77031","3322","0","0","0","",""
"3184","0","665258","2234863","The First National Bank of Eldorado","Eldorado","TX","76936","6/30/2019","11/18/2019","N","100 Main Street","FIRST ELDORADO BANCSHARES, INC.","1","0","0","4","1","Schleicher","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbeldorado.com","49022","49022","43319","0","5703","0","0","0","","26166","19814","22856","6467","8902","7487","29208","19814","29208","48730","38835","2493","0","0","0","",""
"5136","9793","970055","1125357","The First National Bank of Elk River","Elk River","MN","55330","6/30/2019","11/18/2019","N","812 Main Street","FIRST NATIONAL FINANCIAL SERVICES INC.","4","0","0","4","1","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","7/20/2012","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","207663","207663","201584","0","5332","747","0","0","","89639","56115","118024","44399","22681","50945","151548","56115","151548","190625","174574","3690","7517","7517","0","",""
"6464","0","609010","2947985","The First National Bank of Elmer","Elmer","NJ","8318","6/30/2019","11/18/2019","N","10 South Main Street","ELMER BANCORP, INC.","6","0","0","4","0","Salem","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/1/1903","1/1/1934","6/2/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","255172","255172","224473","0","30466","233","0","0","","20771","16109","234401","26016","151992","56393","239063","16109","239063","249473","213146","16094","0","0","0","",""
"2273","0","450669","5192393","The First National Bank of Ely","Ely","NV","89301","6/30/2019","11/18/2019","N","595 Aultman Street","FNBELY BANCORPORATION","1","0","0","7","1","White Pine","","","2/23/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","92127","92127","67824","0","24303","0","0","0","","28643","28643","63484","52039","11445","0","63484","28643","63484","92127","54569","1903","0","0","0","",""
"3190","0","379153","0","The First National Bank of Evant","Evant","TX","76525","6/30/2019","11/18/2019","N","115 N Memory Drive","","3","0","0","8","1","Coryell","28660","Killeen-Temple, TX","10/8/1912","1/1/1934","2/17/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbevant.com","92240","92240","88085","0","4155","0","0","0","","45717","32681","46523","21953","7360","17210","59559","32681","59559","87135","77360","4022","0","0","0","",""
"5142","0","938354","2131373","The First National Bank of Fairfax","Fairfax","MN","55332","6/30/2019","11/18/2019","N","16 S.E. First Ave","FORT RIDGELY NATIONAL BANCORPORATION, INC.","1","0","0","2","1","Renville","","","1/1/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","18102","18102","16344","0","1758","0","0","0","","8505","5207","9597","547","6820","2230","12895","5207","12895","18102","17031","1530","0","0","0","",""
"3018","0","306056","2561167","The First National Bank of Fleming","Fleming","CO","80728","6/30/2019","11/18/2019","N","201 N Logan Ave","FLEMING COMMUNITY AGENCY, INC.","1","0","0","2","0","Logan","","","1/1/1917","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","18348","18348","14707","0","3407","235","0","0","","5257","2784","13092","623","2595","9875","15565","2784","15564","17083","17330","864","0","0","0","",""
"4098","53274","185251","2816858","The First National Bank of Fletcher","Fletcher","OK","73541","6/30/2019","11/18/2019","N","401 West Cole Street","GRIFFITH FAMILY FINANCIAL HOLDINGS, L.L.C.","1","0","0","7","0","Comanche","30020","Lawton, OK","11/13/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","16597","16597","13037","0","3560","0","0","0","","9753","1680","6844","0","4292","2553","14917","1680","14917","16597","14472","0","0","0","0","",""
"3197","0","393252","1104941","The First National Bank of Floydada","Floydada","TX","79235","6/30/2019","11/18/2019","N","124 South Main Street","FLOYD COUNTY BANCSHARES, INC.","1","0","0","2","1","Floyd","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","90211","90211","80676","0","9220","314","0","0","","45320","25495","44890","7767","4725","32400","64715","25495","64716","77744","76341","4290","0","0","0","",""
"3864","10598","397540","1491360","The First National Bank of Fort Smith","Fort Smith","AR","72901","6/30/2019","11/18/2019","N","602 Garrison Avenue","FIRST BANK CORP","21","0","1","4","0","Sebastian","22900","Fort Smith, AR-OK","2/29/1872","1/1/1934","6/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.fnbfs.com","1169309","1169309","1120264","3","43675","5367","0","0","","396770","300036","772539","486062","104926","181550","869273","424603","744706","1136684","824399","25596","0","0","0","",""
"3985","0","288152","0","The First National Bank of Frederick","Frederick","SD","57441","6/30/2019","11/18/2019","N","314 Main Street","","1","0","0","2","0","Brown","","","5/18/1882","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","17568","17568","14546","0","3022","0","0","0","","9137","3838","8431","2491","2050","3890","13730","3838","13730","16735","13086","540","0","0","0","",""
"6592","16130","505916","0","The First National Bank of Germantown","Germantown","OH","45327","6/30/2019","11/18/2019","N","17 North Main Street","","1","0","0","8","0","Montgomery","19430","                                        19430","9/19/1863","1/1/1934","10/9/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","59055","59055","50992","0","8063","0","0","0","","31151","7756","27904","2997","16301","8607","51299","31151","27904","57617","49436","1130","0","0","0","",""
"5150","0","975452","0","The First National Bank of Gilbert","Gilbert","MN","55741","6/30/2019","11/18/2019","N","2 North Broadway","","2","0","0","6","0","Saint Louis","20260","Duluth, MN-WI","10/26/1908","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","38578","38578","29607","0","8971","0","0","0","","15676","4899","22902","0","14391","8511","33679","4899","33679","36803","32271","678","0","0","0","",""
"3218","0","445955","1246515","The First National Bank of Gilmer","Gilmer","TX","75644","6/30/2019","11/18/2019","N","206 Us Highway 271 N","FIRST GILMER BANKSHARES, INC.","10","0","0","4","1","Upshur","30980","Longview, TX","4/13/1900","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","363522","363522","299287","0","64235","0","0","0","","155155","72862","208367","47755","51195","109419","290660","72862","290660","317934","251556","10643","0","0","0","",""
"5410","0","3252","1050794","The First National Bank of Gordon","Gordon","NE","69343","6/30/2019","11/18/2019","N","134 North Main Street","ISHAM MANAGEMENT COMPANY","1","0","0","2","1","Sheridan","","","1/1/1889","1/1/1934","6/2/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","157083","157083","82762","0","72576","1745","0","0","","85380","29439","71703","12371","14337","44995","127644","29439","127644","135580","108217","5058","12774","12241","0","",""
"3228","0","329952","1105528","The First National Bank of Granbury","Granbury","TX","76048","6/30/2019","11/18/2019","N","101 East Bridge","FIRST GRANBURY BANCORPORATION","8","0","0","4","0","Hood","","","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbgranbury.com","549247","549247","531913","0","17333","0","0","0","","267359","176036","281887","154853","44446","82588","373210","176036","373211","533757","455915","11336","0","0","0","",""
"2695","9632","610913","1823747","The First National Bank of Grayson","Grayson","KY","41143","6/30/2019","11/18/2019","N","200 S. Carol Malone Blvd.","FIRST GRAYSON BANCORP, INC.","8","0","0","8","0","Carter","26580","Huntington-Ashland, WV-KY-OH","1/1/1902","1/1/1934","10/17/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","218086","218086","189312","0","28774","0","0","0","","123677","73990","94409","5573","43063","45773","144096","73991","144095","212211","180452","11683","0","0","0","",""
"7085","0","917500","0","The First National Bank of Groton","Groton","NY","13073","6/30/2019","11/18/2019","N","159-163 Main Street","","2","0","0","8","0","Tompkins","27060","Ithaca, NY","5/1/1865","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","149594","149594","108225","4","41365","0","0","0","","43262","34661","106332","38363","36092","31877","114933","34661","114933","145139","117543","11765","0","0","0","",""
"5297","11669","742944","1209275","The First National Bank of Hartford","Hartford","WI","53027","6/30/2019","11/18/2019","N","116 West Sumner Street","FNB HARTFORD BANCORP, INC.","3","0","0","4","0","Washington","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.fnb-hartford.com","194813","194813","187005","0","7808","0","0","0","","66250","41793","128563","48179","40923","39461","153020","41793","153020","191091","176081","7036","500","0","0","",""
"2804","0","112332","1084052","The First National Bank of Hartford","Hartford","AL","36344","6/30/2019","11/18/2019","N","101 Third Avenue South","FIRST HARTFORD BANCSHARES, INC.","3","0","0","8","1","Geneva","20020","Dothan, AL","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","100455","100455","82709","0","17746","0","0","0","","39678","20477","60777","12124","9297","39356","79978","20477","79978","96087","82655","5835","0","0","0","",""
"4683","52546","931458","2009717","The First National Bank of Harveyville","Harveyville","KS","66431","6/30/2019","11/18/2019","N","197 Main Street","MOHLER BANCSHARES, INC.","1","0","0","2","0","Wabaunsee","45820","Topeka, KS","9/20/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","12413","12413","8731","0","3682","0","0","0","","2882","1768","9531","2936","1718","4877","10645","1768","10645","12146","10037","968","0","0","0","",""
