cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"9378","12104","14155","2168931","F & C Bank","Holden","MO","64040","6/30/2019","11/18/2019","NM","1006 Eagle Crest Drive","F&C BANCORP, INC.","3","0","0","2","1","Johnson","","","3/24/1881","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","194191","5107","18290","13035","9519","2228","1886","17257","37148","36047","41992","8890","922"
"12761","11845","163857","1054550","F & M Bank","Edmond","OK","73012","6/30/2019","11/18/2019","NM","17100 North May Ave","F&M BANCSHARES, INC.","8","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1902","1/1/1934","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","323378","4583","8895","7880","8739","10106","27288","65300","33637","56715","42642","49967","6913"
"16916","15988","937834","1129458","F & M Bank and Trust Company","Manchester","GA","31816","6/30/2019","11/18/2019","NM","142 West Main Street","F & M HOLDING COMPANY, INC.","1","0","0","4","0","Meriwether","12060","Atlanta-Sandy Springs-Roswell, GA","2/2/1948","6/15/1950","1/23/2007","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","fmbankandtrust.com","47055","1281","3856","2151","187","1235","2064","3993","11603","9553","3708","3931","2796"
"10184","0","114251","2466235","F & M Bank Minnesota","Olivia","MN","56277","6/30/2019","11/18/2019","NM","815 East Depue","INDEPENDENT BANCSHARES, INC.","3","0","0","2","1","Renville","","","1/28/1919","1/1/1934","7/14/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","84353","294","231","370","1191","36","59","32329","10684","15372","18197","5514","38"
"10967","0","171759","1122178","F & M Community Bank, National Association","Preston","MN","55965","6/30/2019","11/18/2019","N","100 St. Anthony Street N.","F & M FINANCIAL SERVICES, INC.","3","0","0","2","1","Fillmore","40340","Rochester, MN","3/11/1911","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","106584","188","738","1327","5967","7730","1496","17671","4787","16322","23448","24501","531"
"14922","0","542153","1057113","F&M Bank","West Point","NE","68788","6/30/2019","11/18/2019","NM","204 North Main Street","WEST POINT BANCORP, INC.","6","0","1","2","1","Cuming","","","1/1/1931","12/4/1934","9/25/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","218409","418","1916","2152","3664","3324","7281","59762","33840","20481","36376","37234","11961"
"5401","0","259059","3675959","F&M Bank","Falls City","NE","68355","6/30/2019","11/18/2019","NM","1701 Stone Street","AMBAGE, INC.","2","0","0","2","1","Richardson","","","1/1/1882","1/1/1934","12/17/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","58409","410","1111","1901","4346","3314","0","8683","3635","10426","7505","15565","1416"
"9963","9294","741330","1138450","F&M Bank","Clarksville","TN","37040","6/30/2019","11/18/2019","NM","50 Franklin Street","F&M FINANCIAL CORPORATION","23","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","1/1/1906","1/1/1934","1/22/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.myfmbank.com","870739","42184","9226","12469","31896","41862","82227","222626","94896","92777","71934","94058","72979"
"16897","10426","510330","1137015","F&M Bank","Washington","GA","30673","6/30/2019","11/18/2019","NM","911 E. Robert Toombs Avenue","WASHINGTON/WILKES HOLDING COMPANY","6","0","0","8","0","Wilkes","","","3/14/1950","3/14/1950","11/18/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","141814","6462","9961","19281","7813","2933","0","14451","23422","33783","8225","13437","1081"
"30595","5608","413673","2737823","F&M Bank and Trust Company","Hannibal","MO","63401","6/30/2019","11/18/2019","SM","505 Broadway","FARMERS & MERCHANTS BANCORP, INC.","3","0","0","4","0","Marion","","","1/1/1886","11/3/1952","11/10/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","100408","3102","10728","17376","4149","2223","9846","4864","6036","13075","14057","8660","6223"
"8083","0","682648","2524537","Fairfax State Savings Bank","Fairfax","IA","52228","6/30/2019","11/18/2019","NM","409 Vanderbilt Street","VANDERBILT HOLDING COMPANY, INC.","2","0","0","2","1","Linn","16300","Cedar Rapids, IA","10/20/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","72730","593","1922","4166","5787","2917","1074","5963","13900","12701","15485","7159","991"
"18213","6745","882701","3824373","Fairfield County Bank","Ridgefield","CT","6877","6/30/2019","11/18/2019","SB","150 Danbury Road","FAIRFIELD COUNTY BANK, MHC","16","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","5/14/1871","7/1/1960","1/1/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","","1091032","22450","57106","16424","31288","82824","116101","102260","60593","196268","209145","186329","3735"
"27806","311","666974","0","Fairfield Federal Savings and Loan Association of Lancaster","Lancaster","OH","43130","6/30/2019","11/18/2019","SA","111 East Main Street","","3","0","0","5","0","Fairfield","18140","Columbus, OH","1/1/1895","11/4/1935","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","233514","3317","9140","2317","4851","29838","161778","5437","1861","463","682","10758","2376"
"30056","4652","798277","3793657","Fairport Savings Bank","Fairport","NY","14450","6/30/2019","11/18/2019","SB","45 South Main St","FSB BANCORP, INC.","5","0","0","5","0","Monroe","40380","Rochester, NY","1/1/1888","6/29/1943","12/3/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","281656","1820","2123","4697","6098","56059","145475","23102","409","8003","14257","11583","6714"
"28652","2049","618777","0","Fairview Savings and Loan Association","Fairview","OK","73737","6/30/2019","11/18/2019","SA","301 North Main","","1","0","0","2","0","Major","","","1/1/1901","7/26/1948","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","35746","320","1316","1080","3814","7256","0","777","1765","1462","4844","13112","0"
"11731","0","601032","0","Fairview State Banking Company","Fairview","IL","61432","6/30/2019","11/18/2019","NM","420 Carter Street","","1","0","0","2","0","Fulton","37900","Peoria, IL","7/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.fairviewstate.com","18676","462","1216","3835","1563","106","134","2198","2279","2762","2602","1388","0"
"26856","11011","564557","2270254","Falcon International Bank","Laredo","TX","78045","6/30/2019","11/18/2019","NM","7718 Mcpherson Rd. Bldg. F","FALCON BANCSHARES INCORPORATED","18","1","0","4","0","Webb","29700","Laredo, TX","12/10/1986","12/10/1986","6/14/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.falconbank.com","805012","36971","8696","2336","2812","20816","37533","247247","105439","70157","55801","124240","90357"
"57603","0","3184228","3184219","Falcon National Bank","Foley","MN","56329","6/30/2019","11/18/2019","N","183 Cedar Drive","CENTRA VENTURES, INC.","5","0","0","4","0","Benton","41060","St. Cloud, MN","7/1/2003","7/1/2003","6/25/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","444472","1436","4329","12402","19244","4484","1018","66905","42699","103476","155694","29307","2761"
"23286","12488","833404","3320978","Fall River Five Cents Savings Bank","Fall River","MA","2720","6/30/2019","11/18/2019","SM","79 North Main Street","BANKFIVE, MHC","15","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","4/10/1855","1/2/1981","8/11/2014","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","843763","9616","20118","21320","58192","98573","138251","59578","14098","41896","69717","151451","159268"
"29357","3330","156970","0","Family Bank","Pelham","GA","31779","6/30/2019","11/18/2019","SA","134 Hand Avenue","","3","0","0","5","0","Mitchell","","","1/1/1931","5/11/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.familybankonline.com","81519","778","2421","7276","15944","17627","3139","3589","5285","6159","8029","9653","668"
"29962","4434","969974","0","Family Federal Savings, F.A.","Fitchburg","MA","1420","6/30/2019","11/18/2019","SA","130 Whalon Street","","3","0","0","5","0","Worcester","49340","Worcester, MA-CT","1/1/1877","12/29/1952","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","66505","213","73","1530","3912","24505","29870","918","618","439","632","2046","878"
"5589","12679","377663","1137284","Fannin Bank","Bonham","TX","75418","6/30/2019","11/18/2019","NM","230 East 3rd Street","FANNIN BANCORP, INC.","2","0","0","2","1","Fannin","","","4/22/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fanninbank.com","67271","241","1665","2866","5826","2300","5339","7585","19343","8599","9221","2087","1876"
"35157","15205","2819167","3818822","Farm Bureau Bank FSB","Sparks","NV","89431","6/30/2019","11/18/2019","SA","2165 Green Vista Drive","FB BANCORP","2","0","1","6","0","Washoe","39900","Reno, NV","7/12/1999","7/12/1999","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","0","1","","693015","1","2","0","23","749","50","136383","7898","103064","271413","170195","598"
"924","13696","744238","1203899","Farmers & Mechanics Bank","Galesburg","IL","61401","6/30/2019","11/18/2019","SM","21 East Main Street","CENTRAL BANCSHARES, INC.","5","0","0","4","0","Knox","","","3/31/1869","1/1/1934","7/1/2016","Stock","0","1","FED","DIF","Chicago","KANSAS CITY","Princeton","Chicago","Central","Central","0","1","","241391","2302","6391","11060","9151","8731","5701","33191","15901","47041","75866","25172","270"
"9069","0","64730","1246252","Farmers & Merchants Bank","Eatonton","GA","31024","6/30/2019","11/18/2019","NM","100 South Madison Avenue","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","4","0","Putnam","","","11/15/1922","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","102738","1973","2486","7918","6549","1400","181","25252","10669","21531","18352","3775","32"
"13046","14158","2040","1245602","Farmers & Merchants Bank","Tomah","WI","54660","6/30/2019","11/18/2019","NM","1001 Superior Avenue","F. & M. BANCORP OF TOMAH, INC.","2","0","0","4","0","Monroe","","","1/1/1911","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","130274","775","1935","5216","4240","4302","539","18899","13208","28183","32164","17398","1515"
"12284","0","273859","0","Farmers & Merchants Bank","Duke","OK","73532","6/30/2019","11/18/2019","NM","101 East Second Street","","1","0","0","2","1","Jackson","","","5/2/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","6609","0","10","0","0","0","0","5621","261","201","211","304","0"
"5716","11751","763930","1086814","Farmers & Merchants Bank","Lakeland","GA","31635","6/30/2019","11/18/2019","NM","4 N Carter St","FMB BANCSHARES, INC.","6","0","0","4","0","Lanier","46660","Valdosta, GA","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","363124","8924","14563","29219","27443","10305","1914","42646","71200","63875","40317","28475","5484"
"8668","9825","713926","1076495","Farmers & Merchants Bank","Timberville","VA","22853","6/30/2019","11/18/2019","SM","165 New Market","F & M BANK CORP.","13","0","0","4","0","Rockingham","25500","Harrisonburg, VA","1/1/1908","1/1/1934","2/12/2018","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fmbankva.com","714813","29527","20347","54512","72577","2574","8868","198568","26793","77682","134198","55154","22697"
"9462","0","176325","1071155","Farmers & Merchants Bank","Miamisburg","OH","45342","6/30/2019","11/18/2019","NM","41 South First Street","F&M BANCORP","4","0","0","4","0","Montgomery","19430","                                        19430","11/23/1923","1/1/1934","3/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.bankwithfm.com","124711","781","74","1663","5286","6325","16425","14308","1082","4793","18801","15767","39244"
"9188","14332","322757","1248582","Farmers & Merchants Bank","Adamsville","TN","38310","6/30/2019","11/18/2019","NM","119 Main Street","CHESTER COUNTY BANCSHARES, INC.","1","0","0","4","0","Mcnairy","","","1/1/1909","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","20889","399","530","2711","2008","1542","189","502","945","6738","3673","1038","535"
"2036","10327","348720","1076619","Farmers & Merchants Bank","Granite Quarry","NC","28072","6/30/2019","11/18/2019","NM","138 North Salisbury Avenue","F & M FINANCIAL CORPORATION","11","0","0","4","0","Rowan","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1909","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","437650","10282","17938","14118","26237","20585","2682","120743","18532","59155","106815","35689","1013"
"13737","0","888141","2178631","Farmers & Merchants Bank & Trust","Burlington","IA","52601","6/30/2019","11/18/2019","NM","221 Jefferson Street","FARMERS AND MERCHANTS BANCSHARES, INC.","4","0","0","8","0","Des Moines","","","1/1/1916","1/24/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","134657","2883","4056","5598","10146","20450","14283","15795","10790","15294","26402","6392","0"
"10382","0","672247","1204300","Farmers & Merchants Bank & Trust","Marinette","WI","54143","6/30/2019","11/18/2019","NM","1644 Ludington Street","F & M BANKSHARES, INC.","3","0","0","4","0","Marinette","","","12/2/1902","1/2/1934","1/29/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","92920","2017","4328","16265","4599","2201","148","7286","10295","20062","23567","1111","0"
"1331","13589","808260","2781910","Farmers & Merchants Bank of Central California","Lodi","CA","95240","6/30/2019","11/18/2019","NM","121 West Pine Street","FARMERS & MERCHANTS BANCORP","37","0","0","2","0","San Joaquin","44700","Stockton-Lodi, CA","5/24/1916","1/1/1934","10/10/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.fmbonline.com","2605599","5896","12202","31085","26436","88596","109030","812685","72117","230521","281831","898777","36424"
"34719","15958","2667939","1248836","Farmers & Merchants Bank of Colby","Colby","KS","67701","6/30/2019","11/18/2019","NM","240 West Fourth Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Thomas","","","3/13/1998","3/13/1998","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","170581","0","0","20","23","965","794","28438","31456","20877","25694","53789","8440"
"9986","0","804422","0","Farmers & Merchants Bank of Craig County","New Castle","VA","24127","6/30/2019","11/18/2019","SM","189 Main Street","","1","0","0","8","0","Craig","40220","Roanoke, VA","5/2/1917","1/1/1934","1/6/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","33471","698","3626","6058","6381","1166","730","1411","6126","2875","3080","1036","284"
