cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"20711","11264","1002430","1082731","Executive National Bank","Miami","FL","33176","6/30/2019","11/18/2019","N","9600 North Kendall Drive","EXECUTIVE BANKING CORPORATION","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/7/1972","6/7/1972","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","13135","22665","4295","17113","11615","2777","21005","1652","9769","8526","1058"
"5551","0","537560","1104923","Extraco Banks, National Association","Temple","TX","76501","6/30/2019","11/18/2019","N","18-20 South Main Street","EXTRACO CORPORATION","17","0","0","4","1","Bell","28660","Killeen-Temple, TX","9/20/1933","1/1/1934","8/22/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.extracobanks.com","56051","37667","9780","29120","45382","9436","32701","6733","8166","16589","1213"
"9378","12104","14155","2168931","F & C Bank","Holden","MO","64040","6/30/2019","11/18/2019","NM","1006 Eagle Crest Drive","F&C BANCORP, INC.","3","0","0","2","1","Johnson","","","3/24/1881","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","15769","16218","7473","13052","10268","1194","7516","258","3847","3411","0"
"12761","11845","163857","1054550","F & M Bank","Edmond","OK","73012","6/30/2019","11/18/2019","NM","17100 North May Ave","F&M BANCSHARES, INC.","8","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1902","1/1/1934","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","22760","42431","10092","29295","24865","939","28747","3024","9948","12947","2828"
"16916","15988","937834","1129458","F & M Bank and Trust Company","Manchester","GA","31816","6/30/2019","11/18/2019","NM","142 West Main Street","F & M HOLDING COMPANY, INC.","1","0","0","4","0","Meriwether","12060","Atlanta-Sandy Springs-Roswell, GA","2/2/1948","6/15/1950","1/23/2007","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","fmbankandtrust.com","15717","11535","6292","9680","3551","7729","1834","0","251","0","1583"
"10184","0","114251","2466235","F & M Bank Minnesota","Olivia","MN","56277","6/30/2019","11/18/2019","NM","815 East Depue","INDEPENDENT BANCSHARES, INC.","3","0","0","2","1","Renville","","","1/28/1919","1/1/1934","7/14/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","9789","3701","2810","9337","1234","110","2750","254","287","2209","0"
"10967","0","171759","1122178","F & M Community Bank, National Association","Preston","MN","55965","6/30/2019","11/18/2019","N","100 St. Anthony Street N.","F & M FINANCIAL SERVICES, INC.","3","0","0","2","1","Fillmore","40340","Rochester, MN","3/11/1911","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","11367","8843","3017","10588","4924","1681","1319","0","347","972","0"
"14922","0","542153","1057113","F&M Bank","West Point","NE","68788","6/30/2019","11/18/2019","NM","204 North Main Street","WEST POINT BANCORP, INC.","6","0","1","2","1","Cuming","","","1/1/1931","12/4/1934","9/25/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","31644","21672","19911","21850","7666","3889","5347","2299","2776","0","272"
"5401","0","259059","3675959","F&M Bank","Falls City","NE","68355","6/30/2019","11/18/2019","NM","1701 Stone Street","AMBAGE, INC.","2","0","0","2","1","Richardson","","","1/1/1882","1/1/1934","12/17/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","11680","4712","5295","5212","4669","1216","1769","762","739","268","0"
"9963","9294","741330","1138450","F&M Bank","Clarksville","TN","37040","6/30/2019","11/18/2019","NM","50 Franklin Street","F&M FINANCIAL CORPORATION","23","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","1/1/1906","1/1/1934","1/22/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.myfmbank.com","142557","233270","47985","148754","165919","13169","73087","8702","21224","43161","0"
"16897","10426","510330","1137015","F&M Bank","Washington","GA","30673","6/30/2019","11/18/2019","NM","911 E. Robert Toombs Avenue","WASHINGTON/WILKES HOLDING COMPANY","6","0","0","8","0","Wilkes","","","3/14/1950","3/14/1950","11/18/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","41132","33485","5508","21122","34104","13883","12449","2515","5176","2242","2517"
"30595","5608","413673","2737823","F&M Bank and Trust Company","Hannibal","MO","63401","6/30/2019","11/18/2019","SM","505 Broadway","FARMERS & MERCHANTS BANCORP, INC.","3","0","0","4","0","Marion","","","1/1/1886","11/3/1952","11/10/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","11639","6131","2953","7355","6825","637","4421","639","2505","277","1000"
"8083","0","682648","2524537","Fairfax State Savings Bank","Fairfax","IA","52228","6/30/2019","11/18/2019","NM","409 Vanderbilt Street","VANDERBILT HOLDING COMPANY, INC.","2","0","0","2","1","Linn","16300","Cedar Rapids, IA","10/20/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","18084","19149","2052","16040","11332","7809","5099","0","1531","1033","2535"
"18213","6745","882701","3824373","Fairfield County Bank","Ridgefield","CT","6877","6/30/2019","11/18/2019","SB","150 Danbury Road","FAIRFIELD COUNTY BANK, MHC","16","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","5/14/1871","7/1/1960","1/1/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","","120392","37560","51925","77932","23571","4524","42737","12878","21481","7145","1233"
"27806","311","666974","0","Fairfield Federal Savings and Loan Association of Lancaster","Lancaster","OH","43130","6/30/2019","11/18/2019","SA","111 East Main Street","","3","0","0","5","0","Fairfield","18140","Columbus, OH","1/1/1895","11/4/1935","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","65088","40026","13884","19800","54466","16964","10159","296","251","6802","2810"
"30056","4652","798277","3793657","Fairport Savings Bank","Fairport","NY","14450","6/30/2019","11/18/2019","SB","45 South Main St","FSB BANCORP, INC.","5","0","0","5","0","Monroe","40380","Rochester, NY","1/1/1888","6/29/1943","12/3/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","58151","50713","19431","52714","34238","2481","24197","1676","15693","6828","0"
"28652","2049","618777","0","Fairview Savings and Loan Association","Fairview","OK","73737","6/30/2019","11/18/2019","SA","301 North Main","","1","0","0","2","0","Major","","","1/1/1901","7/26/1948","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","8646","4344","3702","7283","2005","0","1055","252","527","276","0"
"11731","0","601032","0","Fairview State Banking Company","Fairview","IL","61432","6/30/2019","11/18/2019","NM","420 Carter Street","","1","0","0","2","0","Fulton","37900","Peoria, IL","7/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.fairviewstate.com","3097","2192","1224","2739","1173","152","2232","560","1175","498","0"
"26856","11011","564557","2270254","Falcon International Bank","Laredo","TX","78045","6/30/2019","11/18/2019","NM","7718 Mcpherson Rd. Bldg. F","FALCON BANCSHARES INCORPORATED","18","1","0","4","0","Webb","29700","Laredo, TX","12/10/1986","12/10/1986","6/14/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.falconbank.com","67084","115595","49122","116536","15682","1339","199788","50141","110113","32499","7035"
"57603","0","3184228","3184219","Falcon National Bank","Foley","MN","56329","6/30/2019","11/18/2019","N","183 Cedar Drive","CENTRA VENTURES, INC.","5","0","0","4","0","Benton","41060","St. Cloud, MN","7/1/2003","7/1/2003","6/25/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","50633","26246","13761","36501","22331","4287","63644","3027","42644","17973","0"
"23286","12488","833404","3320978","Fall River Five Cents Savings Bank","Fall River","MA","2720","6/30/2019","11/18/2019","SM","79 North Main Street","BANKFIVE, MHC","15","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","4/10/1855","1/2/1981","8/11/2014","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","160041","93659","24262","115316","100974","13149","78275","13756","31706","28938","3875"
"29357","3330","156970","0","Family Bank","Pelham","GA","31779","6/30/2019","11/18/2019","SA","134 Hand Avenue","","3","0","0","5","0","Mitchell","","","1/1/1931","5/11/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.familybankonline.com","15978","10577","4749","16650","3115","2041","3631","1103","1028","1500","0"
"29962","4434","969974","0","Family Federal Savings, F.A.","Fitchburg","MA","1420","6/30/2019","11/18/2019","SA","130 Whalon Street","","3","0","0","5","0","Worcester","49340","Worcester, MA-CT","1/1/1877","12/29/1952","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","14661","18022","7261","16963","7671","787","5363","1439","3650","274","0"
"5589","12679","377663","1137284","Fannin Bank","Bonham","TX","75418","6/30/2019","11/18/2019","NM","230 East 3rd Street","FANNIN BANCORP, INC.","2","0","0","2","1","Fannin","","","4/22/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fanninbank.com","9342","5744","2227","6177","4728","1954","7931","318","2600","4223","792"
"35157","15205","2819167","3818822","Farm Bureau Bank FSB","Sparks","NV","89431","6/30/2019","11/18/2019","SA","2165 Green Vista Drive","FB BANCORP","2","0","1","6","0","Washoe","39900","Reno, NV","7/12/1999","7/12/1999","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","0","1","","269706","159173","52656","162985","186087","27151","56971","5772","25652","21168","4380"
"924","13696","744238","1203899","Farmers & Mechanics Bank","Galesburg","IL","61401","6/30/2019","11/18/2019","SM","21 East Main Street","CENTRAL BANCSHARES, INC.","5","0","0","4","0","Knox","","","3/31/1869","1/1/1934","7/1/2016","Stock","0","1","FED","DIF","Chicago","KANSAS CITY","Princeton","Chicago","Central","Central","0","1","","40607","17066","11379","28576","16084","1634","9979","2450","4982","2547","0"
"9069","0","64730","1246252","Farmers & Merchants Bank","Eatonton","GA","31024","6/30/2019","11/18/2019","NM","100 South Madison Avenue","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","4","0","Putnam","","","11/15/1922","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","20105","14315","7755","17465","6568","2632","9730","2336","6004","1040","350"
"13046","14158","2040","1245602","Farmers & Merchants Bank","Tomah","WI","54660","6/30/2019","11/18/2019","NM","1001 Superior Avenue","F. & M. BANCORP OF TOMAH, INC.","2","0","0","4","0","Monroe","","","1/1/1911","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","22711","7116","982","12399","16108","339","4228","0","1103","3125","0"
"12284","0","273859","0","Farmers & Merchants Bank","Duke","OK","73532","6/30/2019","11/18/2019","NM","101 East Second Street","","1","0","0","2","1","Jackson","","","5/2/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","2725","1291","1378","2165","223","250","1222","1222","0","0","0"
"5716","11751","763930","1086814","Farmers & Merchants Bank","Lakeland","GA","31635","6/30/2019","11/18/2019","NM","4 N Carter St","FMB BANCSHARES, INC.","6","0","0","4","0","Lanier","46660","Valdosta, GA","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","76134","115875","25669","83282","73234","9823","41545","1376","6906","29689","3574"
"8668","9825","713926","1076495","Farmers & Merchants Bank","Timberville","VA","22853","6/30/2019","11/18/2019","SM","165 New Market","F & M BANK CORP.","13","0","0","4","0","Rockingham","25500","Harrisonburg, VA","1/1/1908","1/1/1934","2/12/2018","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fmbankva.com","93272","41848","12740","35345","70698","16337","11292","2704","1996","4680","1912"
"9462","0","176325","1071155","Farmers & Merchants Bank","Miamisburg","OH","45342","6/30/2019","11/18/2019","NM","41 South First Street","F&M BANCORP","4","0","0","4","0","Montgomery","19430","                                        19430","11/23/1923","1/1/1934","3/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.bankwithfm.com","8905","5083","1641","6310","4888","1150","5107","0","3279","1425","402"
"9188","14332","322757","1248582","Farmers & Merchants Bank","Adamsville","TN","38310","6/30/2019","11/18/2019","NM","119 Main Street","CHESTER COUNTY BANCSHARES, INC.","1","0","0","4","0","Mcnairy","","","1/1/1909","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","4550","4075","3900","3540","1185","0","2017","1000","1017","0","0"
"2036","10327","348720","1076619","Farmers & Merchants Bank","Granite Quarry","NC","28072","6/30/2019","11/18/2019","NM","138 North Salisbury Avenue","F & M FINANCIAL CORPORATION","11","0","0","4","0","Rowan","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1909","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","43806","24466","14906","31711","20838","818","10342","1399","3969","4724","250"
"13737","0","888141","2178631","Farmers & Merchants Bank & Trust","Burlington","IA","52601","6/30/2019","11/18/2019","NM","221 Jefferson Street","FARMERS AND MERCHANTS BANCSHARES, INC.","4","0","0","8","0","Des Moines","","","1/1/1916","1/24/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","18551","4395","3834","11904","6428","780","0","0","0","0","0"
"10382","0","672247","1204300","Farmers & Merchants Bank & Trust","Marinette","WI","54143","6/30/2019","11/18/2019","NM","1644 Ludington Street","F & M BANKSHARES, INC.","3","0","0","4","0","Marinette","","","12/2/1902","1/2/1934","1/29/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","21253","10824","4847","11790","12563","2877","5986","2075","597","2993","321"
"1331","13589","808260","2781910","Farmers & Merchants Bank of Central California","Lodi","CA","95240","6/30/2019","11/18/2019","NM","121 West Pine Street","FARMERS & MERCHANTS BANCORP","37","0","0","2","0","San Joaquin","44700","Stockton-Lodi, CA","5/24/1916","1/1/1934","10/10/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.fmbonline.com","123115","153007","58592","160702","53112","3717","243384","103504","108751","31129","0"
"34719","15958","2667939","1248836","Farmers & Merchants Bank of Colby","Colby","KS","67701","6/30/2019","11/18/2019","NM","240 West Fourth Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Thomas","","","3/13/1998","3/13/1998","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","15704","40106","7376","23834","19264","5336","20550","2443","13218","4889","0"
"9986","0","804422","0","Farmers & Merchants Bank of Craig County","New Castle","VA","24127","6/30/2019","11/18/2019","SM","189 Main Street","","1","0","0","8","0","Craig","40220","Roanoke, VA","5/2/1917","1/1/1934","1/6/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","10429","3807","1283","5684","3703","3565","1471","0","776","417","278"
