cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"35465","0","2913887","3207659","Select Bank & Trust Company","Dunn","NC","28334","6/30/2019","11/18/2019","NM","700 West Cumberland Street","SELECT BANCORP INC.","20","0","1","4","0","Harnett","22180","Fayetteville, NC","5/24/2000","5/24/2000","6/28/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.selectbank.com","151619","4100","23581","123938","35823","5183","8193","22447","6111","457","2647","3007","3468","308","834","2326","583","104","173","306","486","293","92","101","47","14","22","11","32","15","7","10"
"15101","0","203052","1920516","Senath State Bank","Senath","MO","63876","6/30/2019","11/18/2019","NM","117 East Commercial Street","SENATH BANCSHARES, INC.","3","0","0","2","1","Dunklin","","","1/1/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.senathstatebank.com","267","267","0","0","4947","4947","0","0","3705","508","774","2423","587","315","0","272","12","12","0","0","139","139","0","0","26","10","9","7","14","12","0","2"
"35109","0","955548","1203161","SENB Bank","Moline","IL","61265","6/30/2019","11/18/2019","NM","3535 23rd Avenue","MCLAUGHLIN HOLDING COMPANY","9","0","1","4","1","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","12/17/1999","12/17/1999","4/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","30087","2272","8743","19072","24393","5566","7806","11021","4227","343","1240","2644","693","0","0","693","181","53","73","55","367","241","83","43","27","10","10","7","2","0","0","2"
"29496","3552","276074","5125373","Seneca Savings","Baldwinsville","NY","13027","6/30/2019","11/18/2019","SA","35 Oswego St","SENECA FINANCIAL MHC","3","0","0","4","0","Onondaga","45060","Syracuse, NY","1/1/1928","1/24/1936","10/11/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.senecasavings.com","23601","1074","6437","16090","14434","5278","3793","5363","0","0","0","0","0","0","0","0","93","17","41","35","192","153","25","14","0","0","0","0","0","0","0","0"
"8546","0","746157","3348011","Sentry Bank","Saint Joseph","MN","56374","6/30/2019","11/18/2019","NM","400 4th Avenue Ne","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","4","0","0","4","0","Stearns","41060","St. Cloud, MN","11/4/1904","1/1/1934","5/3/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","29355","916","5635","22804","17986","5343","4483","8160","1937","143","519","1275","1025","672","353","0","127","21","43","63","259","171","53","35","11","4","4","3","25","22","3","0"
"57993","0","3348888","3635319","ServisFirst Bank","Homewood","AL","35209","6/30/2019","11/18/2019","NM","2500 Woodcrest Place","SERVISFIRST BANCSHARES, INC.","20","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/2/2005","5/2/2005","7/9/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","http://WWW.SERVISFIRSTBANK.COM","586363","10669","70801","504893","802436","93549","170831","538056","20135","489","5713","13933","24398","2882","11453","10063","1801","201","484","1116","5320","2281","1401","1638","88","13","31","44","151","48","61","42"
"58651","0","3625664","3625655","Settlers Bank","De Forest","WI","53532","6/30/2019","11/18/2019","NM","4021 Meridian Drive","SB BANCORP, INC.","3","0","0","4","0","Dane","31540","Madison, WI","12/3/2007","12/3/2007","4/16/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","32401","601","3640","28160","35134","2814","7749","24571","1225","40","137","1048","0","0","0","0","100","13","27","60","224","92","65","67","5","1","1","3","0","0","0","0"
"32367","8190","411473","3831465","SEVERN SAVINGS BANK, FSB DBA SEVERN BANK","Annapolis","MD","21401","6/30/2019","11/18/2019","SA","200 Westgate Circle, # 200","SEVERN BANCORP, INC.","6","0","0","4","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","4/4/1949","7/31/1985","8/5/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.severnbank.com","62463","717","8612","53134","22652","3072","4355","15225","177","0","177","0","0","0","0","0","222","19","68","135","187","94","51","42","1","0","1","0","0","0","0","0"
"10318","0","982937","1086458","Sevier County Bank","Sevierville","TN","37862","6/30/2019","11/18/2019","NM","111 East Main Street","SEVIER COUNTY BANCSHARES, INC.","6","0","0","4","0","Sevier","","","3/9/1909","1/1/1934","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","NEW YORK","Knoxville","Atlanta","Southern","Southeast","0","1","","30901","1141","5315","24445","9541","1147","1250","7144","566","44","254","268","11","11","0","0","132","27","41","64","73","48","9","16","7","4","2","1","1","1","0","0"
"30154","4856","678070","0","Sewickley Savings Bank","Sewickley","PA","15143","6/30/2019","11/18/2019","SB","531 Broad Street","","3","0","0","7","0","Allegheny","38300","Pittsburgh, PA","1/1/1884","7/8/1942","5/1/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sewickleysavingsbank.com","2933","228","924","1781","1121","0","134","987","3657","0","565","3092","342","0","54","288","16","7","5","4","3","0","1","2","17","0","6","11","2","0","1","1"
"4236","52306","300353","2996648","Shamrock Bank, N.A.","Coalgate","OK","74538","6/30/2019","11/18/2019","N","101 North Main Street","SHAMROCK BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","1","Coal","","","1/1/1924","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","29614","2671","5051","21892","15062","7732","4158","3172","23504","4717","6658","12129","15626","8344","3958","3324","162","68","40","54","475","420","40","15","215","120","62","33","677","610","44","23"
"28793","2376","164377","3845668","Sharon Bank","Darby","PA","19023","6/30/2019","11/18/2019","SB","9 Chester Pike","SHARON MUTUAL HOLDING COMPANY","4","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1873","8/27/1936","8/22/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","9161","387","2099","6675","1993","232","64","1697","0","0","0","0","0","0","0","0","36","7","14","15","19","12","5","2","0","0","0","0","0","0","0","0"
"11702","14714","235446","1138058","Shelby County State Bank","Shelbyville","IL","62565","6/30/2019","11/18/2019","SM","130 South Morgan Street","SHELBY COUNTY BANCORP, INC.","6","0","0","2","1","Shelby","","","5/11/1895","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","11738","1980","1821","7937","8982","1792","1624","5566","24362","2241","9015","13106","15912","2831","6296","6785","95","55","16","24","111","80","16","15","170","51","70","49","217","130","59","28"
"32135","7889","552974","2960630","Shelby Savings Bank, SSB","Center","TX","75935","6/30/2019","11/18/2019","SB","111 Selma Street","SHELBY BANCSHARES, INC.","6","0","0","2","1","Shelby","","","1/1/1979","7/26/1982","4/21/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.shelbysavingsbank.com","15979","1295","4638","10046","24552","5323","5909","13320","8168","1532","3265","3371","5756","2558","1968","1230","98","29","39","30","402","260","82","60","85","41","31","13","153","125","21","7"
"14911","13881","896155","1139251","Shell Lake State Bank","Shell Lake","WI","54871","6/30/2019","11/18/2019","NM","102 5th Ave","SHELL LAKE BANCORP, INC.","5","0","0","8","1","Washburn","","","11/16/1916","12/5/1934","4/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","14972","2453","5101","7418","6565","3421","1943","1201","2141","187","1315","639","1348","703","645","0","122","56","42","24","193","168","18","7","19","5","12","2","51","46","5","0"
"10169","0","198251","3348011","Sherburne State Bank","Becker","MN","55308","6/30/2019","11/18/2019","NM","12500 Sherburne Avenue","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","3","0","0","4","0","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/7/1920","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","28930","1198","4693","23039","10271","3783","3266","3222","1559","114","1035","410","38","38","0","0","119","25","34","60","154","116","26","12","12","2","8","2","2","2","0","0"
"1612","0","887854","0","Sherwood Community Bank","Creighton","MO","64739","6/30/2019","11/18/2019","NM","202 D Street","","4","0","0","8","1","Cass","28140","Kansas City, MO-KS","6/6/1902","1/1/1934","11/20/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","5818","843","2287","2688","1289","831","458","0","3915","3915","0","0","673","673","0","0","46","23","16","7","27","23","4","0","51","51","0","0","55","55","0","0"
