cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"35111","0","2760232","3251027","Village Bank","Midlothian","VA","23113","6/30/2019","11/18/2019","NM","13531 Midlothian Turnpike","VILLAGE BANK AND TRUST FINANCIAL CORP.","10","0","0","4","0","Chesterfield","40060","Richmond, VA","12/13/1999","12/13/1999","2/6/2018","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Richmond","Richmond","Northeastern","Southeast","0","1","villagebank.com","1.38716920461266","0.446159514880077","0","0.253087467428092","0","1.02247506808424","2.1","0.763395486950145","0.389201349831271","11.1950081275235","0","11.2608454864316","1.43884892086331","11.3700602634526","0","70.9242298084929"
"34011","0","2298995","2260406","Village Bank and Trust","Arlington Height","IL","60004","6/30/2019","11/18/2019","SM","234 West Northwest Highway","WINTRUST FINANCIAL CORPORATION","10","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/8/1995","5/8/1995","9/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.bankatvillage.com","0.473017013992532","0.636596516334122","0","8.48958207000267E-02","0","2.05057969773923","1.38792065403384","2.59324614213549","0.522549329814664","0","","0","0","0","0","21.909207984546"
"58533","0","3613559","4935762","Vinings Bank","Smyrna","GA","30080","6/30/2019","11/18/2019","NM","4135 Atlanta Road","VININGS BANCSHARES, INC.","2","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","7/9/2007","7/9/2007","5/22/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.viningsbank.com","1.3623595505618","1.55827664399093","2.41453599447177","1.342957864697","0","1.22736117347702","0","2.07306282391607","0.600413084201931","0","","0","0","0","","0"
"17927","0","45458","4399337","Vintage Bank Kansas","Leon","KS","67074","6/30/2019","11/18/2019","NM","101 South Main Street","VINTAGE BANCORP, INC.","7","0","0","2","1","Butler","48620","Wichita, KS","5/1/1902","11/12/1958","8/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","0.67377996939296","0.954548662573223","0","3.5249906050357","0","0.320970042796006","0","0.328272466146902","1.78300793438531E-02","2.18674830527006E-02","","2.18674830527006E-02","4.17362270450751E-02","0","","0"
"16414","0","723822","2623467","Virginia Bank and Trust Company","Danville","VA","24541","6/30/2019","11/18/2019","SM","336 Main Street","VIRGINIA BANK BANKSHARES, INC.","7","0","0","4","0","Danville City","","","11/23/1945","4/30/1946","1/1/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0.109240842753136","0.151037056990033","0","1.57158573000157E-02","0","0.319983047255775","0","0.340865482290797","0","3.80517503805175E-02","","3.80517503805175E-02","0","0.103980986333928","","0"
"11200","0","34425","2560665","Virginia Commonwealth Bank","Richmond","VA","23226","6/30/2019","11/18/2019","SM","1801 Bayberry Court, # 101","BAY BANKS OF VIRGINIA, INC.","18","0","0","4","0","Henrico","40060","Richmond, VA","11/1/1930","1/1/1934","4/1/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0.515321896497837","0.622699025535563","0.634816694405792","0.288920417902747","0","0.899856900805043","0.459603289791969","0.940588203323071","0","1.71057336988914","","1.71057336988914","1.9123698862261","1.64465881236657","","0"
"22331","0","105222","1076703","Virginia Community Bank","Louisa","VA","23093","6/30/2019","11/18/2019","NM","408 East Main Street","VIRGINIA COMMUNITY BANKSHARES, INC.","8","0","0","4","0","Louisa","","","9/10/1976","9/10/1976","1/5/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","4.14071723937263E-02","4.55098117795695E-02","0","0","0","0.147687695631089","0","0.219895631625587","0","0.176633863234923","0","0.231864855912554","0.480109739368999","0","0","0"
"34755","0","2708122","4517261","Virginia National Bank","Charlottesville","VA","22902","6/30/2019","11/18/2019","N","222 East Main Street","VIRGINIA NATIONAL BANKSHARES CORPORATION","7","0","0","4","0","Charlottesville Ci","16820","Charlottesville, VA","7/29/1998","7/29/1998","7/1/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0.192999503606043","7.56940725934191E-03","0.188534320229034","0","0","0","0","0","0.633804445883741","0.550641140031101","","0.550641140031101","0","0.551083670319297","","54.4190665342602"
"58824","0","3688623","0","Virginia Partners Bank","Fredericksburg","VA","22401","6/30/2019","11/18/2019","SM","410 William Street","","4","0","1","4","0","Fredericksburg Cit","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/5/2008","8/5/2008","12/14/2009","Stock","0","0","FED","DIF","Atlanta","NEW YORK","Richmond","Richmond","Northeastern","Southeast","0","1","","1.52141616996903E-02","1.75554545830063E-02","0","0","0","4.59583671262503E-02","0","5.62485524269596E-02","0","0","","0","0","0","","0"
"4029","9919","241157","3292253","Vision Bank, National Association","Ada","OK","74820","6/30/2019","11/18/2019","N","101 East Main Street","VISION BANCSHARES, INC.","9","0","0","4","1","Pontotoc","","","11/1/1924","1/1/1934","11/30/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.visionbank.bank","1.41710511156342","1.56840430468698","2.7641006485789","2.10298841296268","0","1.34683780949341","0","1.41529210239456","1.24718184870725","0.859630032644178","","0.859630032644178","0.640964770677049","1.04468016714883","0","0"
"58063","0","3357077","3357068","VisionBank","Saint Louis Park","MN","55416","6/30/2019","11/18/2019","NM","3059 Joppa Avenue","VISION BANCSHARES, INC.","1","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/12/2005","9/12/2005","1/14/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","0.125311712885803","0","0","0","0","0","0","0","0.461169525917727","0","","0","0","0","","0"
"57892","0","3270046","3270037","VISIONBank","Fargo","ND","58103","6/30/2019","11/18/2019","NM","3000 25th Street South","VISION BANK HOLDINGS, INC.","3","0","0","4","0","Cass","22020","Fargo, ND-MN","12/31/2004","12/31/2004","7/15/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.visionbanks.com","3.0370671372191","2.38725235710817","0","0","0","6.39782774561285","0","6.9769718327093","4.76697169610555","1.66509211147851","","1.66509211147851","0","2.27639651275428","","0"
"58000","0","3312124","4602000","VisionBank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3031 Sw Wanamaker Road","HYS INVESTMENTS, LLC","3","0","0","4","0","Shawnee","45820","Topeka, KS","4/29/2005","4/29/2005","6/30/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","0.427721261131523","0.567754795281508","0","0.413008916845234","0","0.9751507634404","0","1.22924304507225","0","0","","0","0","0","","0"
"11763","0","269049","4442596","VISIONBANK OF IOWA","Ames","IA","50010","6/30/2019","11/18/2019","SM","104 Chestnut St","VISIONBANKSHARES, INC.","8","0","0","4","1","Story","11180","Ames, IA","6/1/1884","1/1/1934","9/29/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","3.32931242460796E-02","3.31760642854229E-02","0","0","0","0.195858083159416","9.10068668817738E-02","0.221102324562277","0","0","0","0","0","0","","0"
"7748","9875","678717","2367921","VIST Bank","Wyomissing","PA","19610","6/30/2019","11/18/2019","NM","1240 Broadcasting Road","TOMPKINS FINANCIAL CORPORATION","23","0","0","4","0","Berks","39740","Reading, PA","4/8/1891","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.vistbank.com","0.498451509916784","0.566527608541438","0","0.223274346922535","5.80182197567306E-02","1.36998720136519","1.96646622334634","1.25705986256061","0.260375344402291","0","","0","0","0","","6.89860243829914"
"1210","0","645465","1135897","Vista Bank","Ralls","TX","79357","6/30/2019","11/18/2019","SM","901 Main Street","VISTA BANCSHARES, INC.","18","0","0","4","0","Crosby","31180","Lubbock, TX","1/25/1912","1/1/1934","9/10/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.vistabank.com","0.23280393933231","0.122792042904481","0","0.234700463533415","0","0.152136150501255","","0.152136150501255","0.126750110489406","0","","0","0","0","","0"
"31694","7350","170275","0","Volunteer Federal Savings Bank","Madisonville","TN","37354","6/30/2019","11/18/2019","SB","108 Main Street","","6","0","0","6","0","Monroe","","","1/1/1973","3/15/1974","1/1/2017","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.volfed.com","0.355973560662219","0.353508934748494","0.611712795828319","0","0","0.348978895550032","0","0.376901616044639","0","0.423857099606418","","0.423857099606418","0.577617328519856","0.312825860271116","0","0"
"22451","12980","774132","1080803","Volunteer State Bank","Portland","TN","37148","6/30/2019","11/18/2019","NM","101 Highway 52 West","VOLUNTEER STATE BANCSHARES, INC.","12","0","0","4","1","Sumner","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/15/1977","4/15/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.volstatebank.com","1.31306669451861","1.50134908698719","0","0.799772045648825","0","3.0419445594893","0","3.85387830429355","0","0","","0","0","0","","79.4183445190157"
"30618","5641","322476","0","Wabash Savings Bank","Mount Carmel","IL","62863","6/30/2019","11/18/2019","SB","400 Chestnut Street","","1","0","0","8","0","Wabash","","","1/1/1890","9/14/1953","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","0.685903500473037","0.833572865766025","","0","","1.05301379811184","","1.05301379811184","0","0","","0","0","0","","0"
"13430","10759","210256","1123719","Wadena State Bank","Wadena","MN","56482","6/30/2019","11/18/2019","SM","304 1st Street, Southeast","WADENA BANKSHARES, INC.","4","0","0","4","1","Wadena","","","1/1/1917","1/3/1934","5/13/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","1.84160910707425","1.15964971794002","0","0.865654862282181","0","0.18629683295384","0.611995104039168","0.146975692481628","3.55683145192682","0","","0","0","0","","58.5638039786511"
"1163","12451","662350","2566247","Wahoo State Bank","Wahoo","NE","68066","6/30/2019","11/18/2019","SM","164 East 5th Street","HOHL FINANCIAL, INC.","2","0","0","2","1","Saunders","36540","Omaha-Council Bluffs, NE-IA","1/2/1932","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"27704","143","900379","3837467","Wake Forest Federal Savings and Loan Association","Wake Forest","NC","27587","6/30/2019","11/18/2019","SA","302 South Brooks Street","WAKE FOREST BANCORP, M.H.C.","1","0","0","4","0","Wake","39580","Raleigh, NC","1/1/1922","1/25/1956","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","0","0","0","0","0","0","0","0","","0","","0","","0","",""
"26516","0","330873","0","Wakefield Co-operative Bank","Wakefield","MA","1880","6/30/2019","11/18/2019","SB","342 Main Street","","2","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1887","1/22/1986","6/1/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","http://www.wakefieldcoop.com","0.690955761020456","0.692912227615625","0","0","0","0.931490596817819","0","0.991170392635732","0","0","","0","0","0","","0"
"12716","0","495044","0","Walcott Trust and Savings Bank","Walcott","IA","52773","6/30/2019","11/18/2019","NM","101 West Bryant Street","","2","0","0","2","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","5/15/1931","1/1/1934","10/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","0.671830711642902","0.729965202375657","0","0","0","2.8743625405656","0","3.11523001339884","0.732387816786794","0","","0","0","0","","0"
"15987","18043","341310","0","Walden Savings Bank","Montgomery","NY","12549","6/30/2019","11/18/2019","SA","15 Scotts Corners Drive","","11","0","0","4","0","Orange","39100","                                        39100","4/1/1872","7/1/1943","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","0.426841329209523","0.205535590441965","4.40864093623502E-02","0.120369030115112","0","0.285002095603644","7.99259633181895E-02","0.309029882746078","2.39272470422038","0","","0","0","0","","0"
"8700","0","131940","0","Waldo State Bank","Waldo","WI","53093","6/30/2019","11/18/2019","NM","119 N Depot St","","1","0","0","4","0","Sheboygan","43100","Sheboygan, WI","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","0.957171691686641","0.739396255254108","0","1.10043181501602","0","0.867972382696914","0","0.911647180701495","2.58876617978862","0.126502213788741","","0.126502213788741","0.173460537727667","0","","0"
"16432","0","617341","1203910","Walker State Bank","Walker","IA","52352","6/30/2019","11/18/2019","NM","116 Greene Street","COUNTRY BANCORPORATION","1","0","0","2","0","Linn","16300","Cedar Rapids, IA","5/20/1946","5/20/1946","8/7/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","0","0","0","0","","0","0","0","0","0","","0","0","0","",""
"20845","10009","283867","2693956","Wallis Bank","Wallis","TX","77485","6/30/2019","11/18/2019","NM","6510 Railroad Street","WALLIS BANCSHARES, INC.","12","0","1","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","10/28/1972","10/28/1972","1/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.wallisbank.com","0.619447259761397","0.670984398657629","0","1.07519259705571","0","0","0","0","0.295025918164773","0","0","0","0","0","","99.9155167558434"
"28870","2528","7072","5117592","Wallkill Valley Federal Savings and Loan Association","Wallkill","NY","12589","6/30/2019","11/18/2019","SA","23 Wallkill Avenue","WALLKILL VALLEY BANCORP MHC","8","0","0","4","0","Ulster","28740","Kingston, NY","1/1/1913","9/18/1935","8/11/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0.984559803237328","1.033940029864","2.45573125409896","1.5333660451423","0","0.866953496026708","0","0.892905787845585","0.497707924034054","0","","0","0","0","","0"
"26487","13294","63573","0","Walpole Co-operative Bank","Walpole","MA","2081","6/30/2019","11/18/2019","SM","982 Main Street","","1","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1912","1/13/1986","6/13/2019","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","0.605216074033973","0.42241883756966","0","0.358947005114367","0","0.884271909629004","3.94219723078783","0.420229750064227","5.90419336051252","","","","","","","0"
"14260","0","536853","0","Walters Bank and Trust Company","Walters","OK","73572","6/30/2019","11/18/2019","NM","201 North Broadway","","1","0","0","2","1","Cotton","30020","Lawton, OK","4/14/1934","4/14/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0","0","","0","","0","","0","0","0","","0","0","0","",""
"81","13922","748441","0","Warren Bank and Trust Company","Warren","AR","71671","6/30/2019","11/18/2019","SM","201 South Main Street","","4","0","0","7","1","Bradley","","","12/31/1901","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","0.309032770350023","0.304486701095555","0","0","0","0.471654489965782","0","0.47723763627006","0","0.646850454335438","","0.646850454335438","0","0.909681611435997","","0"
"11674","13398","837448","1207459","Warren-Boynton State Bank","New Berlin","IL","62670","6/30/2019","11/18/2019","NM","702 West Illinois Street","WB BANCORP, INC.","4","0","0","2","0","Sangamon","44100","Springfield, IL","8/29/1877","1/1/1934","7/21/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","0.426325387307168","0.611631606858759","0","1.35020474416202","0","0.491219058015218","0","0.546155493681731","0","0","","0","0","0","","0"
"28217","1158","875879","0","Warsaw Federal Savings and Loan Association","Cincinnati","OH","45205","6/30/2019","11/18/2019","SA","3533 Warsaw Ave","","2","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1893","1/30/1936","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","0.499396796004826","0.499705230060919","0","0","0","0.51131793634379","0","0.545209507473658","","0","","0","","0","","0"
"57167","0","3102893","0","Washington Business Bank","Olympia","WA","98501","6/30/2019","11/18/2019","NM","223 5th Avenue, Se","","2","0","0","4","0","Thurston","36500","Olympia-Tumwater, WA","3/18/2002","3/18/2002","8/11/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","0","0","0","0","0","0","","0","0","","","","","","",""
"12241","0","1000052","4771960","Washington County Bank","Blair","NE","68008","6/30/2019","11/18/2019","NM","1523 Washington Street","BLAIR HOLDINGS, INC.","3","0","0","2","0","Washington","36540","Omaha-Council Bluffs, NE-IA","7/1/1915","1/1/1934","7/20/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","0.217807735455787","9.80957444418652E-02","0","0","0","0.275812700016843","0","0.450094485483594","0","0","","0","0","0","","5.02152080344333"
"28088","880","656377","3065617","Washington Federal Bank, National Association","Seattle","WA","98101","6/30/2019","11/18/2019","N","425 Pike Street","WASHINGTON FEDERAL, INC.","236","0","1","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","1/1/1917","6/24/1935","4/29/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.washingtonfederal.com","0.338589174889739","0.322033261058358","0.116026796021368","0.505486914495582","0.102149493749679","0.382214803097051","0.571774423241242","0.377702950509829","0.649015175976752","0","","0","0","0","","0"
"29520","3586","282075","3831326","Washington Financial Bank","Washington","PA","15301","6/30/2019","11/18/2019","SB","77 South Main Street","WFSB MUTUAL HOLDING COMPANY","10","0","0","4","0","Washington","38300","Pittsburgh, PA","1/1/1899","5/26/1939","12/28/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.mywashingtonfinancial.com","0.477187155846927","0.536295430186105","3.80742907782488","0","0","0.129966837643206","8.78782885703301E-02","0.13181687594004","0","0.109206071857595","","0.109206071857595","0.156911972383493","0","0","0"
"90229","10862","654300","0","Washington Savings Bank","Lowell","MA","1852","6/30/2019","11/18/2019","SM","30 Middlesex Street","","2","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/6/1892","10/10/1985","3/19/2012","Non-Stock","0","1","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.washingtonsavings.com","0.374825365454731","0.378285433554409","0","0","0","0.533580951852981","0","0.565727216622094","0","0","","0","0","0","","0"
"29227","3128","790271","4841069","Washington Savings Bank","Effingham","IL","62401","6/30/2019","11/18/2019","SB","200 South Banker Street","WASHINGTON SAVINGS MHC","3","0","0","4","0","Effingham","","","1/1/1883","2/17/1958","10/1/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.washingtonsavings.net","0.621234555815253","0.653757262690718","0.268428659921536","0.538044209299198","0","0.811931152563756","0.561561139969114","0.829104355445993","0.450232378001549","0.152392563242914","","0.152392563242914","0.282030620467365","7.35294117647059E-02","","0"
"29281","3217","231671","0","Washington Savings Bank","Philadelphia","PA","19154","6/30/2019","11/18/2019","SB","2900 Comly Road","","4","0","0","5","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1903","5/9/1941","12/31/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","0.135500357161268","0.133727042236102","0","0","0","0.155816550779983","0","0.173904302372336","0","0.266666666666667","","0.266666666666667","0","0.402782863419993","0","0"
"9326","12422","311939","1086627","Washington State Bank","Washington","LA","70589","6/30/2019","11/18/2019","NM","103 North Main Street","WASHINGTON STATE BANCSHARES, INC.","7","0","0","4","1","Saint Landry","","","4/10/1893","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","0.581220563182684","0.667919014819453","0","0.525883038130803","0","0.359029744008874","0","0.360091340242403","0","0","","0","0","0","","0"
"214","10977","433943","1207468","Washington State Bank","Washington","IA","52353","6/30/2019","11/18/2019","SM","121 S Marion Ave","W.S.B., INC.","4","0","0","2","0","Washington","26980","Iowa City, IA","4/18/1932","1/1/1934","11/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","0.752609428352112","0.819141800568651","0","0","0","1.55612187366095","0","1.56131557808275","1.54442096790422","0.547112462006079","0","0.593276203032301","0.943920044419767","0.08110300081103","","0"
"16667","0","480246","1201804","Washington State Bank","Washington","IL","61571","6/30/2019","11/18/2019","NM","1110 Peoria Street","R & B MANAGEMENT CORPORATION","2","0","0","5","0","Tazewell","37900","Peoria, IL","1/17/1948","1/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","2.56325341104782","2.47139030922815","0","4.76618705035971","","2.3559718969555","","2.3559718969555","6.02575896964121","1.10210696920583","","1.10210696920583","0.219619326500732","1.80337405468296","","0"
"1281","10107","58971","1029464","Washington Trust Bank","Spokane","WA","99201","6/30/2019","11/18/2019","NM","717 W Sprague Avenue","W.T.B. FINANCIAL CORPORATION","43","0","1","4","0","Spokane","44060","Spokane-Spokane Valley, WA","11/3/1902","1/1/1934","7/28/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.watrust.com","0.42737512800091","0.274494503224622","0.316037571549652","2.53807316429931E-02","0","0.692384921337986","0.322496295650658","0.806438066698694","0.840614976219445","0.21116809297747","1.98859870078218E-02","0.237193362193362","0.191592471542883","0.24115992039762","4.25486650356345E-03","3.00835951227304"
"22430","52628","1856","0","Washita State Bank","Burns Flat","OK","73624","6/30/2019","11/18/2019","NM","701 State Highway 44","","1","0","0","7","1","Washita","","","3/11/1977","3/11/1977","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","6.05590062111801","8.07972567509644","0","0","100","0","","0","0","0","","0","0","0","","0"
"2308","0","184759","1061932","Washita Valley Bank","Fort Cobb","OK","73038","6/30/2019","11/18/2019","NM","204 Hazlett Street","FORT COBB BANCSHARES, INC.","1","0","0","2","0","Caddo","","","7/9/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0.329443518298008","0","0","0","","0","","0","0","1.04166666666667","","1.04166666666667","1.26254451278731","0","","0"
"58433","0","3588424","3588415","Waterford Bank, N.A.","Toledo","OH","43617","6/30/2019","11/18/2019","N","3900 N. Mccord Rd","WATERFORD BANCORP, INC.","2","0","0","4","0","Lucas","45780","Toledo, OH","8/29/2007","8/29/2007","9/27/2007","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0",""
"10878","0","604640","1141179","Waterman State Bank","Waterman","IL","60556","6/30/2019","11/18/2019","NM","244 West Lincoln Street","WATERMAN BANCSHARES, INC.","1","0","0","2","1","De Kalb","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/25/1908","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"59148","0","5313312","0","Watermark Bank","Oklahoma City","OK","73116","6/30/2019","11/18/2019","NM","921 Nw 63rd Street","","1","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","1/22/2019","1/22/2019","1/29/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0","0","0","0","","0","0","0","0","","","","","","",""
"28513","1749","310978","4523431","WaterStone Bank, SSB","Wauwatosa","WI","53226","6/30/2019","11/18/2019","SB","11200 West Plank Court","WATERSTONE FINANCIAL, INC.","13","0","0","4","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1921","6/2/1939","12/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.wsbonline.com","0.351750803272613","0.35873782853796","0","4.16008731710154E-02","0.212758059835463","0.58300166418027","0.309097295398665","0.588353995275048","3.21739969756443E-03","0","0","0","","0","","0"
"23298","11346","886204","0","Watertown Savings Bank","Watertown","MA","2472","6/30/2019","11/18/2019","SM","60 Main Street","","10","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/18/1870","1/2/1981","6/17/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.watertownsavings.com","0.28152839985212","0.283580036363214","0","0","0","0.321046864210874","0.152411459275141","0.3497086858593","0","0.581057524694945","","0.581057524694945","0","0.600961538461539","","0"
"15990","0","298218","0","Watertown Savings Bank","Watertown","NY","13601","6/30/2019","11/18/2019","SB","111 Clinton Street","","10","0","0","4","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1894","7/1/1943","7/31/2010","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","1.76533835836613","1.84200192767644","0","2.81340700902334","0.215337593776049","1.17106977097113","0.626418168066249","1.43456273514538","1.32326676408508","0.919564528062573","","0.919564528062573","0.754005655042413","1.00350430073272","","2.51161622504081E-02"
"8021","14551","200435","1081239","Wauchula State Bank","Wauchula","FL","33873","6/30/2019","11/18/2019","NM","106 East Main Street","CREWS BANKING CORPORATION","7","0","0","4","1","Hardee","","","4/1/1929","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.wauchulastatebank.com","1.86111410698878","1.97554023790827","2.05995887297522","0.452914941403132","0","3.09409992796804","7.78830963665087","2.55141176900318","0.7808181315644","8.46919330933729E-02","","8.46919330933729E-02","0.290486564996369","0","","0"
