cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"23144","0","616036","1086298","South Louisiana Bank","Houma","LA","70360","6/30/2019","11/18/2019","NM","1362 West Tunnel Boulevard","SOUTH LOUISIANA FINANCIAL CORPORATION","8","0","0","4","0","Terrebonne","26380","Houma-Thibodaux, LA","6/30/1980","6/30/1980","3/10/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","11973","1630","10343","600","2568","0","494","","2074","7550","4979","993","1578","4761","0","998","3763","0","3763","0","3763","105","0","0","3763"
"9099","14542","75446","1142372","South Ottumwa Savings Bank","Ottumwa","IA","52501","6/30/2019","11/18/2019","NM","320 Church Street","CORNERSTONE FINANCIAL SERVICES GROUP, INC.","4","0","0","8","1","Wapello","","","1/1/1903","1/1/1934","6/30/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","7639","2013","5626","30","855","198","298","","359","3889","2194","667","1028","2562","-33","114","2415","0","2415","0","2415","10","1114","0","2446.35"
"17690","0","807946","4456593","South Porte Bank","Marion","IL","62959","6/30/2019","11/18/2019","NM","701 North Court Street","SOUTH PORTE FINANCIAL INC.","2","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","11/19/1956","11/19/1956","9/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","2284","766","1518","40","115","0","20","","95","1023","573","97","353","570","0","142","428","0","428","0","428","-4","15","0","428"
"90303","8563","772008","3212943","South Shore Bank","South Weymouth","MA","2190","6/30/2019","11/18/2019","SM","1530 Main St","SOUTH SHORE BANCORP MHC","16","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","2/1/1833","11/19/1985","11/1/2017","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","28238","5270","22968","900","2798","0","861","0","1937","17688","10771","1915","5002","7178","131","1782","5527","0","5527","0","5527","-56","600","0","5423.51"
"13425","0","540926","1133437","South State Bank","Columbia","SC","29201","6/30/2019","11/18/2019","NM","520 Gervais Street","SOUTH STATE CORPORATION","168","0","1","4","0","Richland","17900","Columbia, SC","1/1/1934","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","www.southstatebank.com","293284","39940","253344","5192","77976","7181","23612","0","47183","213295","126504","22741","64050","112833","-3122","21942","87769","0","87769","0","87769","2532","102513","0","90266.6"
"17348","0","542340","1205905","South Story Bank & Trust","Slater","IA","50244","6/30/2019","11/18/2019","NM","501 Linn St","GREENE INVESTMENT CO.","3","0","0","4","1","Story","11180","Ames, IA","9/1/1954","9/1/1954","10/30/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","5259","1092","4167","240","586","0","155","","431","2583","1510","321","752","1930","-2","96","1832","0","1832","0","1832","-19","250","0","1833.9"
"2124","0","165039","2497202","Southcrest Bank, National Association","Atlanta","GA","30309","6/30/2019","11/18/2019","N","1475 W Peachtree St, Ne, # 2","SOUTHCREST FINANCIAL GROUP, INC.","11","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1920","1/1/1934","5/30/2017","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.southcrestbank.com","10784","1504","9280","0","1874","0","990","0","884","8313","4480","1207","2626","2841","39","641","2239","0","2239","0","2239","15","0","0","2208.19"
"57348","0","3110197","3808131","SouthEast Bank","Farragut","TN","37934","6/30/2019","11/18/2019","NM","12700 Kingston Pike","EDUCATIONAL SERVICES OF AMERICA, INC.","18","0","0","4","0","Knox","28940","Knoxville, TN","4/29/2002","4/29/2002","1/21/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","39023","11010","28013","1200","7112","0","1291","0","5821","24000","10673","2161","11166","9925","0","2135","7790","0","7790","0","7790","81","0","0","7790"
"19819","14669","563934","1133754","Southeast First National Bank","Summerville","GA","30747","6/30/2019","11/18/2019","N","10144 Commerce Street","SUMMERVILLE/TRION BANCSHARES, INC.","3","0","1","7","0","Chattooga","","","5/22/1968","5/22/1968","2/1/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","1014","295","719","6","61","0","40","","21","707","346","85","276","67","0","0","67","0","67","0","67","3","80","0","67"
"5685","14739","210238","1082058","Southeastern Bank","Darien","GA","31305","6/30/2019","11/18/2019","NM","1010 North Way","SOUTHEASTERN BANKING CORPORATION","11","0","1","4","0","Mcintosh","15260","Brunswick, GA","1/1/1889","1/1/1934","3/2/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","8808","484","8324","0","1801","0","565","","1236","6156","3704","1121","1331","3969","-25","784","3160","0","3160","0","3160","-587","1713","0","3180"
"1528","12867","852544","1248939","Southern Bancorp Bank","Arkadelphia","AR","71923","6/30/2019","11/18/2019","SM","601 Main Street","SOUTHERN BANCORP, INC","46","0","1","4","0","Clark","","","3/1/1884","1/1/1934","8/2/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.banksouthern.com","28723","5229","23494","2480","5174","14","2564","0","2596","17629","9635","2775","5219","8559","0","1350","7209","0","7209","0","7209","1914","0","0","7209"
"28332","1386","272272","3266227","Southern Bank","Poplar Bluff","MO","63901","6/30/2019","11/18/2019","SM","2991 Oak Grove Road","SOUTHERN MISSOURI BANCORP, INC.","51","0","1","4","0","Butler","","","1/1/1887","12/3/1951","12/8/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","51470","13171","38299","1037","7632","0","2786","0","4846","26026","13942","3458","8626","18868","244","3762","15350","0","15350","0","15350","157","4000","248","15154.8"
"16288","0","307334","1141816","Southern Bank","Sardis","GA","30456","6/30/2019","11/18/2019","NM","731 Charles Perry Ave","SARDIS BANKSHARES, INC.","5","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","7/2/1945","7/2/1945","2/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","1905","292","1613","100","156","0","84","","72","1450","729","137","584","219","0","18","201","0","201","0","201","84","130","0","201"
"58143","0","3353266","3353275","Southern Bank & Trust","Clarkesville","GA","30523","6/30/2019","11/18/2019","NM","111 Southern Bank Drive","SBT BANCORP, INC.","4","0","0","4","0","Habersham","","","12/6/2005","12/6/2005","3/13/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","5394","1041","4353","0","491","0","189","","302","3206","1790","453","963","1638","10","373","1275","0","1275","0","1275","5","0","63","1267.1"
"15359","0","717924","1075694","Southern Bank and Trust Company","Mount Olive","NC","28365","6/30/2019","11/18/2019","NM","100 North Center Street","SOUTHERN BANCSHARES (N.C.), INC.","64","0","1","4","0","Wayne","24140","Goldsboro, NC","1/1/1901","3/2/1936","2/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","http://www.southernbank.com","52617","4237","48380","-540","10797","0","4377","0","6420","39030","23905","5082","10043","20687","3847","6328","18206","0","18206","0","18206","-224","8285","0","15166.87"
