cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"58668","0","3368925","3368916","Spring Bank","Bronx","NY","10452","6/30/2019","11/18/2019","NM","69 East 167th Street","CHECKSPRING COMMUNITY CORPORATION","2","0","0","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","10/26/2007","10/26/2007","11/16/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","5723","1357","4366","-675","395","0","49","","346","3082","1844","284","954","2354","0","525","1829","0","1829","0","1829","-642","600","0","1829"
"58780","0","3721605","0","Spring Bank","Brookfield","WI","53005","6/30/2019","11/18/2019","NM","16620 W Bluemound Rd, # 100a","","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","8/28/2008","8/28/2008","4/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","7366","2436","4930","60","176","0","54","","122","2357","1626","145","586","2689","0","665","2024","0","2024","0","2024","135","832","-43","2024"
"22526","11638","457060","2693929","Spring Hill State Bank","Longview","TX","75604","6/30/2019","11/18/2019","NM","3700 Gilmer Road","SPRING HILL HOLDINGS CORPORATION","2","0","0","6","0","Gregg","30980","Longview, TX","9/19/1977","9/19/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","4639","930","3709","99","442","0","249","","193","2621","1523","275","823","1431","0","302","1129","0","1129","0","1129","57","50","0","1129"
"34386","0","2607412","3464340","Spring Valley Bank","Wyoming","OH","45215","6/30/2019","11/18/2019","NM","1206 Springfield Pike","SV BANCORP, INC.","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","9/2/1997","9/2/1997","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","3331","369","2962","683","45","0","6","","39","676","497","48","131","1648","0","0","1648","0","1648","0","1648","38","1175","0","1648"
"12087","0","452841","1139596","Spring Valley City Bank","Spring Valley","IL","61362","6/30/2019","11/18/2019","NM","315 North Cornelia Street","SPRING VALLEY BANCORP, INC.","2","0","0","8","0","Bureau","","","11/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","3260","554","2706","0","217","0","91","","126","1923","1005","147","771","1000","10","183","827","0","827","0","827","6","532","0","818.8"
"58892","0","3804535","2125813","Springfield First Community Bank","Springfield","MO","65804","6/30/2019","11/18/2019","SM","2006 South Glenstone Avenue","QCR HOLDINGS, INC.","1","0","0","4","0","Greene","44180","Springfield, MO","10/24/2008","10/24/2008","10/26/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","13784","3484","10300","985","1261","0","52","","1209","5614","4058","342","1214","4962","0","1230","3732","0","3732","0","3732","50","0","0","3732"
"16379","15873","565152","1062096","Springfield State Bank","Springfield","NE","68059","6/30/2019","11/18/2019","NM","600 Main Street","SPRINGFIELD BANK COMPANY, INC.","1","0","0","2","1","Sarpy","36540","Omaha-Council Bluffs, NE-IA","2/23/1946","2/23/1946","5/12/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","942","38","904","12","69","0","35","","34","551","364","29","158","410","0","11","399","0","399","0","399","-1","0","0","399"
"8772","12032","197142","1119365","Springfield State Bank","Springfield","KY","40069","6/30/2019","11/18/2019","SM","125 East Main Street","SPRINGFIELD BANKSHARES, INC.","3","0","0","8","0","Washington","","","1/1/1911","1/1/1934","2/12/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","6309","1494","4815","0","591","0","248","","343","3440","2189","200","1051","1966","14","-178","2158","0","2158","0","2158","33","447","0","2144"
"4419","13738","93543","1098385","Springs Valley Bank & Trust Company","French Lick","IN","47432","6/30/2019","11/18/2019","NM","8482 West State Road 56","SVB&T CORPORATION","4","0","0","4","0","Orange","","","1/1/1902","1/1/1934","8/11/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","9372","2432","6940","492","2484","1370","349","","765","7188","4013","858","2317","1744","36","262","1518","0","1518","0","1518","59","0","0","1487.4"
"15460","0","409265","1102554","Spur Security Bank","Spur","TX","79370","6/30/2019","11/18/2019","NM","120 West Harris Street","ESPUELA BANK SHARES, INC.","1","0","0","2","1","Dickens","","","12/23/1933","2/9/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","650","112","538","0","49","0","22","","27","475","212","53","210","112","5","0","117","0","117","0","117","-1","0","0","112"
"30431","5325","277277","5161335","SSB Bank","Pittsburgh","PA","15237","6/30/2019","11/18/2019","SB","8700 Perry Highway","SSB BANCORP, MHC","2","0","0","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1922","7/17/1951","1/24/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.ssbpgh.com","4056","1839","2217","96","265","0","4","0","261","2179","1077","184","918","207","51","32","226","0","226","0","226","64","0","0","181.12"
"29858","4215","995674","2623234","SSB Community Bank","Strasburg","OH","44680","6/30/2019","11/18/2019","NM","152 N Wooster Avenue","STRASBURG BANCORP INC.","2","0","0","4","1","Tuscarawas","","","1/1/1924","12/29/1937","4/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.ssbonline.com","2372","706","1666","0","159","0","21","","138","1236","671","170","395","589","0","0","589","0","589","0","589","0","305","0","589"
"29804","4114","420578","0","St Landry Homestead Federal Savings Bank","Opelousas","LA","70570","6/30/2019","11/18/2019","SA","235 N Court Street","","3","0","0","5","0","Saint Landry","","","1/1/1922","4/5/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","4491","956","3535","0","149","0","270","","-121","3094","1877","354","863","590","0","152","438","0","438","0","438","69","0","0","438"
"17259","15573","115146","1208728","St. Ansgar State Bank","Saint Ansgar","IA","50472","6/30/2019","11/18/2019","SM","237 West 4th Street","ST. ANSGAR BANCORPORATION","2","0","0","2","1","Mitchell","","","3/28/1891","9/1/1953","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","2348","447","1901","0","42","0","35","","7","1165","845","197","123","778","9","40","747","0","747","0","747","-1","600","0","738.45"
"27052","12658","428547","2260406","St. Charles Bank & Trust Company","Saint Charles","IL","60174","6/30/2019","11/18/2019","SM","411 West Main Street","WINTRUST FINANCIAL CORPORATION","6","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/21/1987","9/21/1987","10/6/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.bankstcharles.com","24306","5781","18525","3881","1551","0","636","220","695","11451","5540","1323","4588","4744","55","1232","3567","0","3567","0","3567","2861","2000","112","3523.55"
"11002","9327","692450","5013694","St. Clair County State Bank","Osceola","MO","64776","6/30/2019","11/18/2019","NM","710 Chestnut","MARGARET PARKER PLATTER CHARITABLE TRUST","4","0","0","2","0","Saint Clair","","","5/1/1896","1/1/1934","5/28/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","3459","615","2844","0","152","7","46","","99","1529","893","184","452","1467","0","345","1122","0","1122","0","1122","-4","428","0","1122"
"1903","0","854753","1128723","St. Clair State Bank (Incorporated)","Saint Clair","MN","56080","6/30/2019","11/18/2019","NM","100 Main St. West","SAINT CLAIR AGENCY, INC.","1","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","7/17/1907","1/1/1934","7/7/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","2254","527","1727","60","89","0","34","","55","700","413","112","175","1056","0","0","1056","0","1056","0","1056","5","2673","0","1056"
"8898","13466","173557","2630746","St. Johns Bank and Trust Company","Saint Louis","MO","63114","6/30/2019","11/18/2019","NM","8924 St. Charles Rock Road","UNITY BANCSHARES, L.L.C.","5","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1926","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","5872","310","5562","240","645","0","298","","347","4591","2792","642","1157","1376","0","305","1071","0","1071","0","1071","70","554","0","1071"
"8534","0","885430","1417203","St. Landry Bank and Trust Company","Opelousas","LA","70570","6/30/2019","11/18/2019","NM","132 East Landry Street","ST. LANDRY BANCSHARES, INC.","9","0","0","4","1","Saint Landry","","","1/1/1931","1/1/1934","4/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","4227","359","3868","0","566","1","338","","227","2670","1446","408","816","1764","0","0","1764","0","1764","0","1764","33","0","0","1764"
"58018","0","3354599","3449075","St. Louis Bank","Town And Country","MO","63017","6/30/2019","11/18/2019","NM","14323 S. Outer 40 Rd","SAINT LOUIS BANCSHARES, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","6/6/2005","6/6/2005","9/13/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","9188","2918","6270","190","482","0","155","","327","5124","3064","608","1452","1438","-13","362","1063","0","1063","0","1063","282","311","2","1073.27"
"18937","0","856159","0","St. Martin National Bank","Saint Martin","MN","56376","6/30/2019","11/18/2019","N","136 Main Street","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","11/12/1963","11/12/1963","3/18/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","412","42","370","0","142","0","18","","124","311","194","56","61","201","0","0","201","0","201","0","201","0","131","0","201"
"18227","10564","113003","0","Stafford Savings Bank","Stafford Springs","CT","6076","6/30/2019","11/18/2019","SB","2 Furnace Avenue","","3","0","0","7","0","Tolland","25540","Hartford-West Hartford-East Hartford, CT","7/16/1872","7/1/1960","3/9/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","www.staffordsavingsbank.com","4079","377","3702","0","275","0","84","0","191","2685","1611","391","683","1292","14765","4096","11961","0","11961","0","11961","-1","0","0","296.65"
"27757","230","811279","4183442","Standard Bank, PaSB","Murrysville","PA","15668","6/30/2019","11/18/2019","SB","4785 Old William Penn Hwy.","STANDARD AVB FINANCIAL CORP.","18","0","1","4","0","Westmoreland","38300","Pittsburgh, PA","1/1/1921","2/21/1947","4/8/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","18793","4501","14292","301","2239","0","581","0","1658","10787","6434","1195","3158","5443","49","1165","4327","0","4327","0","4327","219","2240","0","4288.29"
"27506","0","1390324","3338692","Standing Stone Bank","Lancaster","OH","43130","6/30/2019","11/18/2019","NM","137 West Wheeling Street","SSNB, INC.","3","0","0","4","0","Fairfield","18140","Columbus, OH","5/12/1989","5/12/1989","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","2289","489","1800","10","469","0","152","","317","1838","822","254","762","421","0","76","345","0","345","0","345","36","106","0","345"
"10916","53284","357151","1061099","Stanley Bank","Overland Park","KS","66223","6/30/2019","11/18/2019","NM","7835 West 151st Street","COLUMBUS CORP.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1905","1/1/1934","1/13/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","2850","542","2308","0","262","0","117","","145","1565","531","537","497","1005","0","266","739","0","739","0","739","18","0","0","739"
"5478","12494","382256","1066759","Stanton State Bank","Stanton","NE","68779","6/30/2019","11/18/2019","SM","924 Ivy Street","EBERLY INVESTMENT CO.","2","0","0","2","0","Stanton","","","1/1/1882","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","847","136","711","0","68","0","30","","38","628","317","76","235","151","0","0","151","0","151","0","151","0","0","0","151"
"5095","17985","715050","1827718","Star Bank","Maple Lake","MN","55358","6/30/2019","11/18/2019","NM","100 State Highway 55 East","MIDWEST BANCORPORATION, INC.","10","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/15/1904","1/1/1934","1/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.starbank.net","6868","942","5926","0","713","0","294","","419","4507","3070","439","998","2132","0","4","2128","0","2128","0","2128","4","2748","0","2128"
"27235","10676","547840","1141647","STAR Financial Bank","Fort Wayne","IN","46802","6/30/2019","11/18/2019","NM","127 West Berry Street","STAR FINANCIAL GROUP, INC.","37","0","0","4","0","Allen","23060","Fort Wayne, IN","5/2/1988","5/2/1988","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.starfinancial.com","42535","5733","36802","1605","11957","1140","4072","0","6745","31793","17930","4695","9168","15361","62","3225","12198","0","12198","0","12198","299","6300","0","12149.02"
"33758","12769","2009605","1126729","Starion Bank","Bismarck","ND","58501","6/30/2019","11/18/2019","NM","333 North Fourth Street","STARION BANCORPORATION","16","0","1","4","1","Burleigh","13900","Bismarck, ND","1/1/1993","1/1/1993","2/5/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.starionbank.com","29138","6711","22427","625","3337","0","665","0","2672","16125","9777","2001","4347","9014","4","0","9018","0","9018","0","9018","-122","5040","0","9014"
"58952","0","3843392","4151012","Start Community Bank","New Haven","CT","6510","6/30/2019","11/18/2019","SM","299 Whalley Avenue","FIRST CITY FUND CORPORATION","1","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/20/2010","12/20/2010","8/25/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","2979","1001","1978","0","317","0","42","","275","1926","921","190","815","369","0","9","360","0","360","0","360","0","0","0","360"
"34441","0","2602828","0","State Bank","Green River","WY","82935","6/30/2019","11/18/2019","NM","30 Shoshone Avenue","","2","0","0","4","1","Sweetwater","","","8/18/1997","8/18/1997","2/21/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","1","","530","51","479","0","-550","0","10","","-560","669","348","56","265","-740","0","0","-740","0","-740","0","-740","44","0","0","-740"
"16151","15427","651149","1205259","State Bank","Spencer","IA","51301","6/30/2019","11/18/2019","SM","728 Grand Avenue","EVERLY BANCORPORATION","3","0","0","2","1","Clay","","","5/1/1944","5/1/1944","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","1396","270","1126","30","270","48","58","","164","1114","700","103","311","252","0","13","239","0","239","0","239","1","371","0","239"
"15503","15412","231149","1203778","State Bank","New Hampton","IA","50659","6/30/2019","11/18/2019","SM","25 North Chestnut Avenue","FIDELITY COMPANY","8","0","0","2","0","Chickasaw","","","1/1/1937","6/5/1937","8/15/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","8028","1188","6840","625","898","156","225","","517","4386","2074","515","1797","2727","209","613","2323","0","2323","0","2323","24","750","0","2157.89"
"35169","0","2791517","1137453","State Bank","Freeport","IL","61032","6/30/2019","11/18/2019","NM","1718 South Dirck Drive","FORESIGHT FINANCIAL GROUP, INC.","2","0","0","2","0","Stephenson","","","5/24/1999","5/24/1999","6/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.statebankfreeport.com","5740","1240","4500","0","539","217","70","0","252","2270","1323","121","826","2769","0","699","2070","0","2070","0","2070","210","780","26","2070"
"22971","0","285348","1246328","State Bank","Wonder Lake","IL","60097","6/30/2019","11/18/2019","NM","7526 Hancock Drive","WONDER BANCORP, INC.","8","0","0","8","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/22/1979","10/22/1979","1/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4676","373","4303","65","799","0","209","","590","4712","2862","468","1382","325","0","90","235","0","235","0","235","110","2","0","235"
"15186","0","926342","3025910","State Bank","Gresham","WI","54128","6/30/2019","11/18/2019","NM","801 S. Main St","WEST END FINANCIAL CORP.","2","0","0","4","0","Shawano","","","10/23/1908","1/1/1934","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.statebank.biz","587","269","318","181","56","0","20","0","36","530","274","105","151","-337","0","-48","-289","0","-289","0","-289","139","0","0","-289"
"861","14010","386731","1085602","State Bank & Trust","Winfield","AL","35594","6/30/2019","11/18/2019","NM","1945 Ushwy 43","PEOPLES BANCORPORATION, INC.","4","0","0","7","1","Marion","","","10/3/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","4920","1731","3189","0","306","0","276","","30","2465","1505","257","703","1030","39","57","1012","0","1012","0","1012","142","572","0","974.95"
"15651","16029","229342","1202258","State Bank & Trust Co.","Nevada","IA","50201","6/30/2019","11/18/2019","NM","1025 Sixth Street","AMES NATIONAL CORPORATION","1","0","0","2","0","Story","11180","Ames, IA","2/25/1939","2/25/1939","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.banksbt.com","3232","707","2525","0","390","60","178","0","152","1286","776","125","385","1629","0","354","1275","0","1275","0","1275","-1","1268","0","1275"
"17169","0","485139","2145950","State Bank & Trust Company","Golden Meadow","LA","70357","6/30/2019","11/18/2019","NM","1614 Bayou Drive","SBT BANCSHARES, INC.","4","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","1/16/1953","1/16/1953","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.sbtcajun.com","2578","379","2199","150","214","0","152","0","62","1845","951","246","648","418","0","0","418","0","418","0","418","208","0","0","418"
"8878","14790","736448","3131893","State Bank & Trust Company","Greenwood","MS","38935","6/30/2019","11/18/2019","NM","916 Highway 82 Bypass","STATE BANK & TRUST COMPANY EMPLOYEE STOCK OWNERSHIP PLAN","36","0","1","4","0","Leflore","","","11/1/1898","1/1/1934","8/22/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://statebank1898.com","25191","6006","19185","334","3735","0","2693","0","1042","16254","9947","2176","4131","6332","38","1482","4888","0","4888","0","4888","-122","2250","0","4857.98"
"2057","0","675659","1122057","State Bank & Trust of Kenmare","Kenmare","ND","58746","6/30/2019","11/18/2019","NM","4 2nd St Nw","JORGENSON HOLDING COMPANY","3","0","0","2","1","Ward","","","1/1/1925","1/1/1934","12/9/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","2574","535","2039","0","73","0","20","","53","1337","868","151","318","775","0","0","775","0","775","0","775","38","172","0","775"
"10383","12546","2631172","1842935","State Bank Financial","La Crosse","WI","54601","6/30/2019","11/18/2019","SM","401 Main Street","FIRST BANCORPORATION, INC.","5","0","0","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/26/1858","1/1/1934","4/13/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","www.statebankfinancial.bank","5928","1035","4893","50","1149","0","260","0","889","4337","2424","395","1518","1655","5","12","1648","0","1648","0","1648","-21","929","0","1643.05"
"2945","0","479071","3658729","State Bank Northwest","Spokane Valley","WA","99216","6/30/2019","11/18/2019","NM","12902 East Sprague Avenue","STATE BANCORP NORTHWEST","3","0","0","4","1","Spokane","44060","Spokane-Spokane Valley, WA","1/1/1902","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","3590","216","3374","0","351","0","27","","324","2743","1426","355","962","982","0","0","982","0","982","0","982","-13","762","0","982"
"14994","10844","380654","2264020","State Bank of Arcadia","Arcadia","WI","54612","6/30/2019","11/18/2019","NM","131 West Main Street","B & E INVESTMENTS, INC. (STATE BANK OF ARCADIA) EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","4","0","0","2","1","Trempealeau","","","5/14/1913","1/1/1934","1/13/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","2934","718","2216","24","124","0","50","","74","1487","919","199","369","829","0","17","812","0","812","0","812","10","350","0","812"
"33508","0","1897270","3198935","State Bank of Arizona","Lake Havasu City","AZ","86403","6/30/2019","11/18/2019","NM","1771 Mcculloch Boulevard","STATE BANK CORP.","10","0","0","4","0","Mohave","29420","Lake Havasu City-Kingman, AZ","10/15/1991","10/15/1991","8/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.mohavestbank.com","13904","1573","12331","350","2523","0","346","0","2177","9073","5725","608","2740","5431","0","1173","4258","0","4258","0","4258","-372","1670","216","4258"
