cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"12365","13905","990642","2227409","The First National Bank of Allendale","Allendale","IL","62410","6/30/2019","11/18/2019","N","301 East Main Street","ALLENDALE BANCORP, INC","3","0","0","2","0","Wabash","","","1/1/1906","1/1/1934","6/4/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","0.059836694441489","7.87978055205152E-03","0","0","0","1.67102979508788E-02","0","1.68640000607104E-02","0.320104282861928","0.104338730471539","1.17878192534381","0.0674506227716","0.166518742517064","0",""
"3075","0","362155","1108323","The First National Bank of Anderson","Anderson","TX","77830","6/30/2019","11/18/2019","N","1071 Hwy 90 South","FIRST ANDERSON BANCSHARES, INC.","2","0","0","4","0","Grimes","","","7/5/1904","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","0.207187345191194","0","0","0","0","0","","0","0.995483271180151","0.980022615906521","","0.980022615906521","0","1.25234212060055",""
"3078","0","366359","1103702","The First National Bank of Anson","Anson","TX","79501","6/30/2019","11/18/2019","N","1021 12th Street","ANSON BANCSHARES, INC.","1","0","0","8","1","Jones","10180","Abilene, TX","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","-5.62255770149841E-03","0","0","0","","0","","0","-0.189423835832676","0.149857635246516","","0.149857635246516","0.159489633173844","0.14405762304922",""
"3599","15737","593333","2734073","The First National Bank of Arenzville","Arenzville","IL","62611","6/30/2019","11/18/2019","N","110 South Charles Street","ARENZVILLE BANCORP, INC","3","0","0","2","1","Cass","","","1/1/1882","1/1/1934","3/26/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","2.93607527966525E-02","0","0","0","0","0","0","0","0","0.104429644443168","","0.104429644443168","0.217352322681258","0",""
"3079","0","138257","5325212","The First National Bank of Aspermont","Aspermont","TX","79502","6/30/2019","11/18/2019","N","136 West 7th Street","ASPERMONT BANKSHARES, INC.","1","0","0","2","1","Stonewall","","","4/21/1901","1/1/1934","6/5/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","0.252982402097671","0.532969274321335","0","0","","0.885558583106267","","0.885558583106267","0","0.426894343649947","","0.426894343649947","1.21826792757397","0",""
"3600","0","604033","0","The First National Bank of Assumption","Assumption","IL","62510","6/30/2019","11/18/2019","N","141 North Chestnut Street","","1","0","0","2","0","Christian","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","3.16739859969308E-02","0","0","0","0","0","","0","0","0.217706031545604","","0.217708401367209","0","0.476951327117068",""
"3761","13846","858443","1134603","The First National Bank of Ava","Ava","IL","62907","6/30/2019","11/18/2019","N","304 West Main Street","HEADQUARTERS HOLDING COMPANY","1","0","0","2","0","Jackson","16060","Carbondale-Marion, IL","1/1/1917","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbava.com","0.270026976281946","0.557406368944393","0","0","0","0.684115232991768","","0.684115232991768","-0.613559041252642","-0.163979453374492","","-0.163979453374492","0.279591237610613","-0.348027842227378",""
"5087","0","392255","1122413","The First National Bank of Bagley","Bagley","MN","56621","6/30/2019","11/18/2019","N","31 Central Street East","FIRST NATIONAL AGENCY OF BAGLEY, INC.","2","0","0","2","1","Clearwater","","","6/2/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbagley.com","-4.60923027994325E-02","0","0","0","","0","0","0","-0.69805347787694","0.227072032294689","","0.227072032294689","0","0.393500250309881",""
"3087","0","160454","1106990","The First National Bank of Ballinger","Ballinger","TX","76821","6/30/2019","11/18/2019","N","911 Hutchings Avenue","TEXAS COUNTRY BANCSHARES, INC.","3","0","0","4","1","Runnels","","","6/29/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","8.15827044666531E-03","0","0","0","0","0","","0","0","0.340251786321878","","0.340251786321878","0","0.445103197176265",""
"5337","13186","627854","1124163","The First National Bank of Bangor","Bangor","WI","54614","6/30/2019","11/18/2019","N","1798 Commercial Street","BOSSHARD BANCO, LTD.","5","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/1/1903","1/1/1934","9/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"3091","13670","18050","2410304","The First National Bank of Bastrop","Bastrop","TX","78602","6/30/2019","11/18/2019","N","489 Highway 71 West","BASTROP BANCSHARES, INC.","6","0","0","4","1","Bastrop","12420","Austin-Round Rock, TX","8/15/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","4.17493551726307E-02","1.2571631980434E-03","0","0","0","3.95116361768541E-03","0","3.96610290827386E-03","0.31275597587311","0.91734703238235","","0.91734703238235","-0.220939952203324","1.29499971290101","0"
"3607","0","368933","1839177","The First National Bank of Beardstown","Beardstown","IL","62618","6/30/2019","11/18/2019","N","300 Washington Street","MASCOUTEN BANCORP, INC.","3","0","0","2","1","Cass","","","2/24/1887","1/1/1934","7/2/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","-2.91606578498608E-02","-8.13195396419541E-02","0","0","0","-0.262066010497054","0","-0.269445003917057","0","0.209478921183556","","0.209478921183556","0.214132762312634","0.205023065094823",""
"6528","12939","243414","1071258","The First National Bank of Bellevue","Bellevue","OH","44811","6/30/2019","11/18/2019","N","120 North Street","FIRST BANCSHARES INC.","7","0","0","4","0","Huron","","","9/15/1875","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","4.26540024089914E-03","0","0","0","0","0","0","0","0","0.19915359721185","1.19701345143866","0","0","0",""
"3099","0","91754","2112439","The First National Bank of Bellville","Bellville","TX","77418","6/30/2019","11/18/2019","N","100 East Main Street","INDUSTRY BANCSHARES, INC.","3","0","0","7","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","7/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.fnbbellville.com","2.93731183213239E-02","0","0","0","0","0","","0","0","0.47508962565788","","0.47508962565788","0","0.56844020009095",""
"4630","15384","1011553","1063244","The First National Bank of Beloit","Beloit","KS","67420","6/30/2019","11/18/2019","N","101 East Main Street","FIRST NATIONAL BANKSHARES OF BELOIT, INC.","1","0","0","2","0","Mitchell","","","1/1/1884","1/1/1934","8/4/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","-9.3423739486034E-03","0","0","0","0","0","","0","-7.45851202685064E-02","0","","0","0","0",""
"5093","0","363657","1248546","The First National Bank of Bemidji","Bemidji","MN","56601","6/30/2019","11/18/2019","N","1600 Paul Bunyan Dr","FIRST NATIONAL BANK OF BEMIDJI ESOP AND TRUST","4","0","0","4","1","Beltrami","","","11/27/1897","1/1/1934","2/19/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbemidji.com","0.031268590530038","-9.26525035887789E-04","-2.08116545265349E-02","0","0","0","0","0","0.105094290477992","5.61480145886579E-02","","5.61480145886579E-02","9.03619318090136E-02","-3.40203603351516E-02","0"
"6530","0","735414","1859193","The First National Bank of Blanchester","Blanchester","OH","45107","6/30/2019","11/18/2019","N","121 East Main Street","FIRST BLANCHESTER BANCSHARES, INC.","1","0","0","6","0","Clinton","","","3/8/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.fnbblanchester.com","2.59879784809143E-02","-1.15575771042086E-02","0","0","","-1.26857953660692E-02","0","-1.40386983740029E-02","0","0.527306967984934","-2.63730467462254","0.719039363410484","0.595335545997113","1.23034018906228",""
"2682","12369","798512","2262503","The First National Bank of Brooksville","Brooksville","KY","41004","6/30/2019","11/18/2019","N","105 Locust St","FNB BANCSHARES, INC.","2","0","0","8","1","Bracken","17140","Cincinnati, OH-KY-IN","7/7/1907","1/1/1934","9/10/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","5.14001838413242E-02","5.03535289798721E-02","0","0","","6.75980266446072E-02","0","6.83945699841025E-02","0","0","","0","0","0",""
"3770","0","207041","2199083","The First National Bank of Brownstown","Brownstown","IL","62418","6/30/2019","11/18/2019","N","108 East Main Street","FIRST BROWNSTOWN BANCORP, INC","1","0","0","2","0","Fayette","","","6/1/1913","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","1.02251213849722E-02","0","0","0","0","0","0","0","0","0","","0","1.59695210284372","-0.842019161950357",""
"2786","0","465337","1245684","The First National Bank of Brundidge","Brundidge","AL","36010","6/30/2019","11/18/2019","N","137 South Main Street","FIRST BRUNDIDGE BANCSHARES, INC.","2","0","0","2","0","Pike","","","10/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","0","0","0","0","0","0","0","0","-4.69519939338024E-02","-0.231704738651536","","-0.231704738651536","0.404175129083432","-0.48721071863581",""
"5105","0","108652","3288911","The First National Bank of Buhl","Buhl","MN","55713","6/30/2019","11/18/2019","N","121 State Street","TIMBERLAND BANCORP","2","0","0","6","1","Saint Louis","20260","Duluth, MN-WI","2/1/1902","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","0","0","0","0","","0","0","0","0","0","","0","0","0",""
"3777","14587","209148","1098929","The First National Bank of Carmi","Carmi","IL","62821","6/30/2019","11/18/2019","N","201 East Main Street","SOUTHERN ILLINOIS BANCORP, INC.","9","0","1","2","0","White","","","12/20/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.firstbank.com","-0.256694529146509","3.49768824667446E-02","0","0","0","0.200759120424104","0.82002706089301","-8.22694296397559E-02","-1.59184181072006","9.02187127142977E-02","","9.02187127142976E-02","0","0.205973223480947",""
"5115","0","280558","1125320","The First National Bank of Cokato","Cokato","MN","55321","6/30/2019","11/18/2019","N","365 Broadway Avenue South","KNOFF BANCSHARES, INC.","1","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/1916","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"5117","12953","311658","1122217","The First National Bank of Coleraine","Coleraine","MN","55722","6/30/2019","11/18/2019","N","600 Powell Ave","JAN-MAR CORP.","2","0","0","8","0","Itasca","","","1/1/1906","1/1/1934","4/23/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","-5.7691203793312E-03","0","0","0","0","0","","0","-5.98145151884008E-02","0","","0","0","0",""
"6574","0","935719","1417267","The First National Bank of Dennison","Dennison","OH","44621","6/30/2019","11/18/2019","N","105 Grant Street","FNB, INC.","5","0","0","8","0","Tuscarawas","","","10/16/1933","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","0.195822912799135","0","0","0","0","0","0","0","0","0.543535307246133","1.73010380622837","0.52987340607207","0.530471507559219","0.505190835838238",""
"4654","0","636753","1066946","The First National Bank of Dighton","Dighton","KS","67839","6/30/2019","11/18/2019","N","105 East Log Street","DIGHTON NATIONAL BANCSHARES, INC.","1","0","0","2","0","Lane","","","5/2/1888","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","0","0","","0","","0","","0","0","0","","0","0","0",""
"2794","14685","496434","3013793","The First National Bank of Dozier","Dozier","AL","36028","6/30/2019","11/18/2019","N","7825 South Main Street","FIRST DOZIER BANCSHARES, INC.","1","0","0","7","0","Crenshaw","","","3/10/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","-2.53228665484933E-02","0","0","0","","0","","0","0","-0.238472820060334","","-0.238475663558534","0","-0.276117239379841",""
"7031","14173","241009","0","The First National Bank of Dryden","Dryden","NY","13053","6/30/2019","11/18/2019","N","7 West Main Street","","3","0","0","7","0","Tompkins","27060","Ithaca, NY","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0.487565814129464","0","0","0","0","0","0","0","3.6506150759872","0.456399814535712","0.489799916734014","0.454922587339721","0","0.737143428805108",""
"3179","11421","651952","2723648","The First National Bank of Eagle Lake","Eagle Lake","TX","77434","6/30/2019","11/18/2019","N","100 Commerce Street","EAGLE LAKE BANCSHARES, INC.","3","0","0","2","1","Colorado","","","12/30/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.fnbeaglelake.com","6.40767580413559E-02","0","0","0","0","0","","0","-9.59027929290871E-02","0","","0","0","0","0"
"3184","0","665258","2234863","The First National Bank of Eldorado","Eldorado","TX","76936","6/30/2019","11/18/2019","N","100 Main Street","FIRST ELDORADO BANCSHARES, INC.","1","0","0","4","1","Schleicher","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbeldorado.com","6.6651847739186E-03","0","0","0","","0","","0","0","0.10958904109589","","0.10958904109589","0","0.180396330738633",""
"5136","9793","970055","1125357","The First National Bank of Elk River","Elk River","MN","55330","6/30/2019","11/18/2019","N","812 Main Street","FIRST NATIONAL FINANCIAL SERVICES INC.","4","0","0","4","1","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","7/20/2012","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","0.029128672745694","-0.052162736934096","-0.26250314798697","0","0","-0.171784410564741","0","-0.262132645672026","0.167399310845618","1.35013805161578","","1.35013805161578","0","2.75736561289344",""
"6464","0","609010","2947985","The First National Bank of Elmer","Elmer","NJ","8318","6/30/2019","11/18/2019","N","10 South Main Street","ELMER BANCORP, INC.","6","0","0","4","0","Salem","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/1/1903","1/1/1934","6/2/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","5.06420996214503E-03","5.50761053097359E-03","0.104547830632514","0","0","-2.38415026440823E-03","0","-2.5151958702496E-03","-1.19187167356065E-02","0.245498177176034","","0.245498177176034","","0.245498177176034",""
"2273","0","450669","5192393","The First National Bank of Ely","Ely","NV","89301","6/30/2019","11/18/2019","N","595 Aultman Street","FNBELY BANCORPORATION","1","0","0","7","1","White Pine","","","2/23/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","0.344774879242599","0","0","0","","0","","0","0.90216610080804","0","","0","0","0",""
"3190","0","379153","0","The First National Bank of Evant","Evant","TX","76525","6/30/2019","11/18/2019","N","115 N Memory Drive","","3","0","0","8","1","Coryell","28660","Killeen-Temple, TX","10/8/1912","1/1/1934","2/17/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbevant.com","8.67888180708206E-03","0","0","0","0","0","","0","0","-2.83983205233243E-02","","-2.83983205233243E-02","-7.69822940723634E-02","0",""
"5142","0","938354","2131373","The First National Bank of Fairfax","Fairfax","MN","55332","6/30/2019","11/18/2019","N","16 S.E. First Ave","FORT RIDGELY NATIONAL BANCORPORATION, INC.","1","0","0","2","1","Renville","","","1/1/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","0.465979782160135","0","","0","0","0","","0","0","-3.45811359903173","","-3.45841258862182","0","-4.85849629539658",""
"3018","0","306056","2561167","The First National Bank of Fleming","Fleming","CO","80728","6/30/2019","11/18/2019","N","201 N Logan Ave","FLEMING COMMUNITY AGENCY, INC.","1","0","0","2","0","Logan","","","1/1/1917","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","0.215147152159426","0","0","0","","0","","0","0","7.22433460076046","","7.22433460076046","9.99132332448137","0",""
"4098","53274","185251","2816858","The First National Bank of Fletcher","Fletcher","OK","73541","6/30/2019","11/18/2019","N","401 West Cole Street","GRIFFITH FAMILY FINANCIAL HOLDINGS, L.L.C.","1","0","0","7","0","Comanche","30020","Lawton, OK","11/13/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1.06837606837607","0","","0","","0","","0","3.60576056307557","0","","0","0","0",""
"3197","0","393252","1104941","The First National Bank of Floydada","Floydada","TX","79235","6/30/2019","11/18/2019","N","124 South Main Street","FLOYD COUNTY BANCSHARES, INC.","1","0","0","2","1","Floyd","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","-0.310953874512394","-6.46656422551173E-02","","0","","-2.34831361728359","","-2.34831361728359","-2.28325261714393","9.24928202448285E-02","","9.24928202448285E-02","0","0.134770889487871",""
"3864","10598","397540","1491360","The First National Bank of Fort Smith","Fort Smith","AR","72901","6/30/2019","11/18/2019","N","602 Garrison Avenue","FIRST BANK CORP","21","0","1","4","0","Sebastian","22900","Fort Smith, AR-OK","2/29/1872","1/1/1934","6/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.fnbfs.com","0.259211885564953","1.40624154902915E-02","0","0.022121446742617","0","2.35298731347673E-02","0","2.55237690098905E-02","1.38728966764011","-1.09139865728064","","-1.09139865728064","-0.100300902708124","-1.26500769107107",""
"3985","0","288152","0","The First National Bank of Frederick","Frederick","SD","57441","6/30/2019","11/18/2019","N","314 Main Street","","1","0","0","2","0","Brown","","","5/18/1882","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","0","0","0","0","","","","","0","0","0","0","0","0",""
"6592","16130","505916","0","The First National Bank of Germantown","Germantown","OH","45327","6/30/2019","11/18/2019","N","17 North Main Street","","1","0","0","8","0","Montgomery","19430","                                        19430","9/19/1863","1/1/1934","10/9/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","4.9167024561633E-03","0","0","0","0","0","0","0","0","7.45620412104402E-02","0","8.25876358050436E-02","0","0.537634408602151","0"
"5150","0","975452","0","The First National Bank of Gilbert","Gilbert","MN","55741","6/30/2019","11/18/2019","N","2 North Broadway","","2","0","0","6","0","Saint Louis","20260","Duluth, MN-WI","10/26/1908","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","2.03109814367785E-02","0","0","0","0","0","","0","0","0.256264601743454","","0.256264601743454","0","0.403225806451613",""
"3218","0","445955","1246515","The First National Bank of Gilmer","Gilmer","TX","75644","6/30/2019","11/18/2019","N","206 Us Highway 271 N","FIRST GILMER BANKSHARES, INC.","10","0","0","4","1","Upshur","30980","Longview, TX","4/13/1900","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","0.145976003475928","9.06897604889165E-02","0","0.510489801875417","0","-8.58721451890074E-02","","-8.58721451890074E-02","-1.76352574648392E-02","1.01139636234442","","1.01139592519819","1.23468576888262","0.673497963754947",""
"5410","0","3252","1050794","The First National Bank of Gordon","Gordon","NE","69343","6/30/2019","11/18/2019","N","134 North Main Street","ISHAM MANAGEMENT COMPANY","1","0","0","2","1","Sheridan","","","1/1/1889","1/1/1934","6/2/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","0.521104109410197","5.45836631096313E-03","0","0","","0","","0","-0.970873786407767","6.39915149372459","","6.39915149372459","2.27596017069701","7.76287932251235",""
"3228","0","329952","1105528","The First National Bank of Granbury","Granbury","TX","76048","6/30/2019","11/18/2019","N","101 East Bridge","FIRST GRANBURY BANCORPORATION","8","0","0","4","0","Hood","","","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbgranbury.com","6.78103461910608E-02","-9.36208212706506E-03","-4.47802349687822E-02","0","0","-1.49322821006734E-03","","-1.49322821006734E-03","0.34959281936349","0.775288415148088","","0.775288415148088","0.296076980014804","1.2457605212262",""
"2695","9632","610913","1823747","The First National Bank of Grayson","Grayson","KY","41143","6/30/2019","11/18/2019","N","200 S. Carol Malone Blvd.","FIRST GRAYSON BANCORP, INC.","8","0","0","8","0","Carter","26580","Huntington-Ashland, WV-KY-OH","1/1/1902","1/1/1934","10/17/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","7.01852329900393E-02","1.99681109268498E-02","0","0","0","3.65118988129152E-02","0","3.83807978774721E-02","6.74195179504467E-02","0.127205120642131","","0.127205086931426","-6.44421937411594E-02","0.189982504018658",""
"7085","0","917500","0","The First National Bank of Groton","Groton","NY","13073","6/30/2019","11/18/2019","N","159-163 Main Street","","2","0","0","8","0","Tompkins","27060","Ithaca, NY","5/1/1865","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","7.91798741754551E-02","0","0","0","0","0","0","0","-0.024906600249066","0.504783706051535","0.288321536177145","0.513970828484263","-0.480069479146437","0.901309194119043",""
"5297","11669","742944","1209275","The First National Bank of Hartford","Hartford","WI","53027","6/30/2019","11/18/2019","N","116 West Sumner Street","FNB HARTFORD BANCORP, INC.","3","0","0","4","0","Washington","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.fnb-hartford.com","-1.01799736631356E-02","0","0","0","0","0","0","0","-8.27172620586259E-02","0","0","0","0","0",""
"2804","0","112332","1084052","The First National Bank of Hartford","Hartford","AL","36344","6/30/2019","11/18/2019","N","101 Third Avenue South","FIRST HARTFORD BANCSHARES, INC.","3","0","0","8","1","Geneva","20020","Dothan, AL","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","0.164840545409868","0.198964352283986","1.40353921552365","0","0","-1.97003381563045E-02","0","-2.14758720367323E-02","-2.91092426211709E-02","0.2407100947796","","0.2407100947796","-0.525796910943148","0.887902330743618",""
"4683","52546","931458","2009717","The First National Bank of Harveyville","Harveyville","KS","66431","6/30/2019","11/18/2019","N","197 Main Street","MOHLER BANCSHARES, INC.","1","0","0","2","0","Wabaunsee","45820","Topeka, KS","9/20/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","0","0","0","0","","0","","0","0","0","","0","0","0",""
"3248","0","173959","3828241","The First National Bank of Hebbronville","Hebbronville","TX","78361","6/30/2019","11/18/2019","N","305 North Smith Street","HEBBRONVILLE REGIONAL BANCSHARES, INC.","1","0","0","7","1","Jim Hogg","","","1/1/1913","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","0.198091328149737","0","0","0","0","0","","0","0","0","","0","0","0","0"
"5162","11509","23456","1125290","The First National Bank of Henning","Ottertail","MN","56571","6/30/2019","11/18/2019","N","106 Mn Highway 78 N","HENNING BANCSHARES, INC.","3","0","0","4","1","Otter Tail","","","8/1/1903","1/1/1934","3/2/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbhenning.com","1.14638908574539E-02","0","0","0","0","0","0","0","-1.48828016576464E-02","0.155471696809462","0.537157897563989","0.142789190501306","0.224340998317443","0.104721225552503",""
"4123","14385","816256","1140060","The First National Bank of Hooker","Hooker","OK","73945","6/30/2019","11/18/2019","N","119 North Broadway","HOOKER NATIONAL BANCSHARES, INC.","1","0","0","2","0","Texas","","","6/23/1914","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0","0","0","0","","0","","0","-0.100812040990176","7.13521227256511E-02","","7.13521227256511E-02","0","0.109031635529049",""
"4690","0","870856","1472079","The First National Bank of Hope","Hope","KS","67451","6/30/2019","11/18/2019","N","112 North Main Street","HOPE BANCSHARES, INC.","3","0","0","2","1","Dickinson","","","1/1/1923","1/1/1934","4/20/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","-7.39631945055913E-02","0","0","0","","0","","0","-1.5087357786764","1.96380817059717","","1.96379682789054","-2.34570693742827","11.531236632135",""
"3268","10026","849357","1838068","The First National Bank of Hughes Springs","Hughes Springs","TX","75656","6/30/2019","11/18/2019","N","505 East First Street","CHALYBEATE SPRINGS CORPORATION","17","0","0","4","1","Cass","","","6/3/1903","1/1/1934","1/27/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbhs.com","-0.221260301840143","-0.023666480712225","2.06014491195144","-0.330514864507821","0","-8.67579685838551E-02","","-8.67579685838551E-02","-1.11258932536543","-0.230915512089106","","-0.230915512089106","-1.22448893420905","0.240304465758116",""
"3029","0","276551","1998702","The First National Bank of Hugo","Hugo","CO","80821","6/30/2019","11/18/2019","N","321 4th Street","FIRST LIBERTY CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","3","0","0","2","1","Lincoln","","","11/16/1903","1/1/1934","12/15/2008","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.fnbhugo.com","3.89418651498378E-02","-9.45477391626427E-03","0","0","","-6.76475562320311E-02","0","-7.01467645681677E-02","-0.258954987149359","1.44796380090498","","1.44796380090498","0","2.3233357292733",""
