cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","6/30/2019","11/18/2019","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","492","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","29578","311287930","68561553","65467944","65908762","0","145477623","2148674","1064719","4083799","126","14672813","11518535","311287930","269103872","249355393","225580113","249355393","74.0352112453757","358769","578465","13042439","0","5768806","42184058","42183801","0","23630","36053964","6106207","257","1016472","0","1116917","277026862","86669386","307565471.67","309019365","199519277","293931502","1957704","149093","1808611","0","10145140","0","469","1829048","112981127","27675237","2293364","112981127","170759706"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","6/30/2019","11/18/2019","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","13","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","51","382805","18543","15169","61516","0","291941","4309","0","2917","0","0","7888","382805","337707","334590","281971","334590","52.7696479554658","1000","0","45","0","2072","45098","45098","0","500","7400","37198","0","356","0","1193","368626","66994","375511.33","379178","358416","375339","2557","2557","0","0","38146","8232","45","430","109418","44236","4309","109418","252"
"27981","670","968070","4226910","Capitol Federal Savings Bank","Topeka","KS","66603","6/30/2019","11/18/2019","SA","700 S Kansas Ave","CAPITOL FEDERAL FINANCIAL, INC.","54","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","8/31/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","739","9309254","64501","14195","1253251","0","7508596","9036","0","95532","1146","18479","367749","9309254","8138055","5759395","5330695","5759395","87.3279925841031","100000","0","2181272","0","97388","1171199","1171199","0","378","1093420","77401","0","9981","0","27837","8776042","6546743","9394257.33","9430805","4898330","9403325","130594","11504","63469","55621","1810277","2672","2139987","0","621697","1168152","9036","621697","640000"
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","6/30/2019","11/18/2019","N","200 Washington Square North","","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","7/23/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.capitolnational.com","32","115890","16345","14547","1102","0","95128","2125","0","352","70","41","2852","115890","100810","100583","64881","100583","78.9770354906054","0","0","0","0","227","15080","15080","0","1706","7300","6074","0","1139","456","230","110777","1152","112603","113887","87947","113996","0","0","0","0","423","1232","0","9829","9898","14225","1112","9898","0"
"9998","12053","18836","1131750","Capon Valley Bank","Wardensville","WV","26851","6/30/2019","11/18/2019","NM","2 W. Main Street","HIGHLANDS BANKSHARES, INC.","5","0","1","6","0","Hardy","","","7/1/1918","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","47","159445","10113","8034","7380","0","128839","1045","0","4205","2627","0","6281","159445","141883","135379","103693","135379","97.1669089057924","0","0","4140","0","2364","17562","17562","0","180","1676","15706","0","730","0","563","144253","76133","157018","158713","115642","158178","3977","3977","0","0","4658","1498","4140","0","13274","17529","1045","13274","0"
"58823","0","3715444","4933272","CapStar Bank","Nashville","TN","37203","6/30/2019","11/18/2019","SM","1201 Demonbreun St Suite 700","CAPSTAR FINANCIAL HOLDINGS, INC.","13","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","10/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","290","2017540","155471","133464","198678","0","1517343","12903","752","31416","914","46837","66129","2017540","1769947","1736722","1396220","1736722","46.0776006622132","0","752","22889","0","9584","247593","247593","16500","8625","185216","37252","0","1735","0","6045","1849485","475737","2005150.33","2026034","1717102","1954661","34405","15321","0","19084","137314","46659","10000","89629","701442","200088","13082","701442","157729"
"5558","12165","419460","5085972","CapTex Bank, National Association","Trenton","TX","75490","6/30/2019","11/18/2019","N","106 Hamilton Square","CAPTEX BANCSHARES, INC.","6","0","0","4","0","Fannin","","","1/1/1901","1/1/1934","11/29/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","55","184779","34063","31952","27741","0","105841","772","0","5130","0","4668","7336","184779","157932","154464","105635","154464","82.7503398278206","0","0","2423","0","1045","26847","26847","0","440","30179","-3772","0","979","0","351","165534","66398","179743","182020","114305","178218","4500","1940","0","2560","13605","2441","2423","0","17007","22315","772","17007","0"
"19278","0","732954","0","Carmine State Bank","Carmine","TX","78932","6/30/2019","11/18/2019","NM","235 Centennial Street","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","11","81886","34038","33265","23535","0","23550","150","0","194","0","0","569","81886","71590","71435","55149","71435","84.7546050883254","0","0","0","0","155","10296","10296","0","400","800","9096","0","0","0","414","80350","36573","79713","80542","24037","80519","0","0","0","0","14832","181","0","0","1024","10205","150","1024","0"
"16723","0","355120","1076525","Carolina Bank & Trust Co.","Lamar","SC","29069","6/30/2019","11/18/2019","NM","112 Main Street","FIRST CAROLINA BANCSHARES CORPORATION","15","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","100","479833","45125","35718","36087","36599","335585","4761","0","9147","0","0","17290","479833","417903","413365","288388","413365","74.6540593193096","0","0","0","0","4538","61930","61930","0","970","12030","48930","0","4510","0","1164","443989","155391","475833","476168","336180","476208","12639","12639","0","0","13513","3582","0","0","40896","61655","4209","40896","0"
"57026","0","2966614","4986595","Carolina Trust Bank","Lincolnton","NC","28092","6/30/2019","11/18/2019","NM","901 East Main Street","CAROLINA TRUST BANCSHARES, INC.","11","0","1","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","1/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","104","617435","32906","19359","68293","0","481289","4146","0","8895","1351","8249","16452","617435","542014","519493","420143","519493","85.0016541515357","0","0","17306","0","5215","75421","75421","0","11626","51643","12152","0","1907","0","1870","568941","96088","570996.67","619028","521918","607516","11033","5169","0","5864","46552","1193","17200","0","91556","66110","4179","91556","0"
"2380","10331","541857","1848825","Carroll Bank and Trust","Huntingdon","TN","38344","6/30/2019","11/18/2019","NM","19510 West Main Street","CARROLL FINANCIAL SERVICES, INC.","8","0","0","4","0","Carroll","","","9/9/1907","1/1/1934","12/1/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","90","289010","24780","14539","18484","565","219274","2127","0","13580","411","755","11161","289010","259191","257923","212112","257923","84.6033172454932","0","0","41","0","1227","29819","29819","0","2400","10021","17398","0","1002","0","1710","252862","82647","286909","287750.5","214707","284618","7019","4359","0","2660","32317","317","41","0","25061","29106","2127","25061","0"
"32393","8217","395274","4256159","Carroll Community Bank","Sykesville","MD","21784","6/30/2019","11/18/2019","NM","1321 Liberty Road","CARROLL BANCORP, INC.","3","0","0","4","0","Carroll","12580","Baltimore-Columbia-Towson, MD","4/4/1904","10/25/1985","10/12/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","35","190035","10377","8552","14920","0","153659","1172","0","2844","1782","0","6453","190035","172747","151809","137407","151809","86.0769488915648","0","0","20209","0","729","17288","17288","0","0","9954","7334","0","3169","0","568","177131","50323","193346.33","191919","145498","191630","3857","3857","0","0","38702","6115","20000","300","20022","17289","1172","20022","0"
"1611","13004","490843","1131013","Carroll County Trust Company of Carrollton, Missouri","Carrollton","MO","64633","6/30/2019","11/18/2019","NM","2 South Folger","CARROLL COUNTY BANCSHARES, INC.","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","9/19/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","28","158729","9604","7961","69977","0","70956","1025","0","1293","0","0","6899","158729","141402","118554","95940","118554","82.7546081589288","12384","0","10120","0","344","17327","17327","0","400","1825","15102","0","3725","0","1609","148894","39692","159321.33","158434","146647","158134","3635","2417","0","1218","18206","935","10120","0","8315","16861","1025","8315","0"
"12383","13483","1001648","1860863","Carrollton Bank","Carrollton","IL","62016","6/30/2019","11/18/2019","NM","315 West Public Square","CBX CORPORATION","12","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","http://www.carrolltonbanking.com","254","1801749","134550","114141","133535","8044","1477768","21155","0","27399","0","2202","18251","1801749","1651686","1581992","1325993","1581992","67.8579166695619","1523","0","65000","0","3171","150063","150063","0","717","42502","106844","0","1266","0","5964","1733488","143419","1722875.33","1765515.5","1512915","1758162","6678","6678","0","0","209404","3530","65000","16326","408102","149454","18939","408102","29683"
"29774","4069","219679","0","Carrollton Federal Bank","Carrollton","KY","41008","6/30/2019","11/18/2019","SA","2539 Highway 227","","1","0","0","5","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","11","31851","3621","2319","1949","0","23963","237","0","760","0","0","1558","31851","26659","25694","22709","25694","90.9345576219749","0","0","850","0","115","5192","5192","0","0","0","5192","0","294","0","153","28231","18075","31881","31825","18823","31950","1019","1019","0","0","2218","559","850","0","848","5181","235","848","0"
"17369","0","171656","1061455","Carson Bank","Mulvane","KS","67110","6/30/2019","11/18/2019","NM","122 West Main Street","MULVANE BANKSHARES, INC.","4","0","0","4","1","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.carsonbank.com","38","124454","10992","7640","21361","0","86289","800","0","2032","180","289","3311","124454","114545","111052","82868","111052","68.2559339525284","3205","0","0","0","288","9909","9909","0","400","2700","6809","0","111","0","446","115290","64682","121132","121751","85126","120676","2478","2478","0","0","23032","1900","0","0","11617","9698","800","11617","0"
"58596","0","3476192","1075612","Carter Bank & Trust","Martinsville","VA","24112","6/30/2019","11/18/2019","NM","4 E. Commonwealth Boulevard","FIRST CITIZENS BANCSHARES, INC.","104","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","2/15/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.carterbankandtrust.com","997","4062908","139015","91944","803673","0","2835294","40008","639","86512","24622","58726","114427","4062908","3598675","3577480","3006059","3577480","89.3684704131708","0","693","1175","0","19327","464233","464233","0","26334","142268","295631","0","44906","0","16856","3730911","1219078","4066829.67","4080445","3021599","4087518","51878","51878","0","0","195318","43615","0","9841","444061","402824","37804","444061","21630"
"28942","2657","900678","3793862","Carthage Federal Savings and Loan Association","Carthage","NY","13619","6/30/2019","11/18/2019","SA","313 State St","RIVERBANK FINANCIAL, MHC","5","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","40","239353","36790","34491","16486","0","171556","892","0","2764","72","0","11685","239353","212371","197871","173559","197871","84.1031290426908","0","0","12291","0","2209","26982","26982","0","1","0","26981","0","482","335","663","222533","58834","234195","236323","102411","234095","3315","3315","0","0","37982","1245","12291","0","24506","28333","892","24506","0"
"30394","5273","268677","2531245","Carver Federal Savings Bank","New York","NY","10027","6/30/2019","11/18/2019","SA","75 West 125th Street","CARVER BANCORP, INC.","8","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","12/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","109","574453","35805","30341","89282","0","417265","4670","0","24667","311","168","6955","574453","507200","482510","422748","482510","88.9368551228697","0","0","21799","0","2891","67253","67253","0","0","105336","-38083","0","9685","0","1975","536888","211229","577527","570163","418944","575560","0","0","0","0","27452","0","2000","0","3397","67313","4906","3397","0"
"16584","10722","370833","3190023","Carver State Bank","Savannah","GA","31401","6/30/2019","11/18/2019","NM","701 Martin Luther King, Jr B","CARVER FINANCIAL CORPORATION","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","5/8/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","17","41789","8985","8113","3048","0","24971","277","0","2709","915","0","1161","41789","37395","33785","25218","33785","87.9828453120379","0","0","3500","0","110","4394","4394","0","428","4213","-247","0","895","0","293","36132","13455","41332","42244","26707","41894","250","250","0","0","2004","1568","3500","0","983","4295","277","983","0"
"3614","0","306337","3958867","Casey State Bank","Casey","IL","62420","6/30/2019","11/18/2019","NM","305-307 N. Central Avenue","EAGLE FINANCIAL CORP.","9","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","66","320862","5329","1159","53511","17201","229387","3120","0","5019","189","0","10226","320862","287010","285266","240984","285266","82.7635721765565","0","0","0","0","1744","33852","33852","0","66","2132","31654","0","6986","0","2343","301258","150393","313888","316798.5","250811","314857","6528","6162","0","366","35229","6572","0","0","23737","33554","3120","23737","0"
