"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
60346,6/30/2019 0:00:00,14799,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3511074.00,0.00,3511074.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4503074.00,4503074.00,0.00,992000.00,0.00,992000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00
60360,6/30/2019 0:00:00,14810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00
60363,6/30/2019 0:00:00,14812,0.00,0.00,0.00,0.00,0.00,0.00,1977491.00,1977491.00,0.00,0.00,0.00,0.00,13347646.00,0.00,13347646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3555074.00,0.00,3555074.00,0.00,0.00,0.00,24229148.00,24229148.00,0.00,5348937.00,0.00,5348937.00,9.00,28.00,0.00,0.00,0.00,0.00,2.00,4.00,5.00,19.00,9.00,28.00,37.00,0.00,0.00,2.00,5.00,0.00,37.00,66.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00
60369,6/30/2019 0:00:00,14817,0.00,0.00,0.00,0.00,0.00,0.00,1308661.00,1308661.00,0.00,0.00,0.00,0.00,1983711.00,0.00,1983711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16939.00,0.00,16939.00,4432158.00,4432158.00,0.00,1122847.00,0.00,1122847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
60377,6/30/2019 0:00:00,14824,0.00,0.00,0.00,0.00,0.00,0.00,3528825.00,3528825.00,0.00,0.00,0.00,0.00,5055365.00,0.00,5055365.00,701.00,701.00,0.00,422406.00,0.00,422406.00,0.00,0.00,0.00,423107.00,423107.00,0.00,840033.00,0.00,840033.00,302694.00,0.00,302694.00,9726917.00,9726917.00,0.00,0.00,0.00,0.00,34.00,0.00,2.00,1.00,0.00,0.00,7.00,0.00,7.00,0.00,17.00,0.00,17.00,14.00,0.00,3.00,0.00,17.00,34.00,185.00,0.00,194.00,0.00,0.00,0.00,0.00,0.00,390.00
60378,6/30/2019 0:00:00,14825,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2730246.00,0.00,2730246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2730246.00,2730246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,124.00
60383,6/30/2019 0:00:00,14830,0.00,0.00,0.00,0.00,0.00,0.00,500697.00,500697.00,0.00,0.00,0.00,0.00,6408842.00,0.00,6408842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184953.00,0.00,184953.00,4065576.00,0.00,4065576.00,13191289.00,13191289.00,0.00,2031221.00,0.00,2031221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289.00,183.00,0.00,0.00,0.00,0.00,0.00,0.00,665.00
60388,6/30/2019 0:00:00,14835,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251231.00,0.00,251231.00,27862.00,27862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251231.00,251231.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00
60389,6/30/2019 0:00:00,14836,0.00,0.00,0.00,0.00,0.00,0.00,64378.00,64378.00,0.00,0.00,0.00,0.00,3032265.00,0.00,3032265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,929.00,0.00,929.00,0.00,0.00,0.00,3364872.00,3364872.00,0.00,267300.00,0.00,267300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60390,6/30/2019 0:00:00,14837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14500.00,14500.00,0.00,14500.00,0.00,14500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
60392,6/30/2019 0:00:00,14839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60396,6/30/2019 0:00:00,14843,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
60400,6/30/2019 0:00:00,14847,0.00,0.00,0.00,0.00,0.00,0.00,3850355.00,3850355.00,0.00,0.00,0.00,0.00,731509.00,0.00,731509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1076663.00,0.00,1076663.00,978158.00,0.00,978158.00,6853259.00,6853259.00,0.00,216574.00,0.00,216574.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,19.00,19.00,0.00,2.00,0.00,1.00,2.00,21.00,220.00,489.00,0.00,0.00,0.00,6.00,0.00,6.00,614.00
60406,6/30/2019 0:00:00,14852,0.00,0.00,0.00,0.00,0.00,0.00,6461009.00,6461009.00,0.00,0.00,0.00,0.00,12604713.00,0.00,12604713.00,0.00,0.00,0.00,0.00,340178.00,340178.00,0.00,0.00,0.00,421778.00,15811.00,405967.00,693588.00,0.00,693588.00,0.00,0.00,0.00,26479060.00,26479060.00,0.00,6719750.00,0.00,6719750.00,13.00,32.00,0.00,0.00,0.00,0.00,11.00,9.00,1.00,17.00,13.00,32.00,45.00,0.00,0.00,1.00,4.00,0.00,45.00,527.00,522.00,0.00,0.00,0.00,0.00,0.00,0.00,898.00
60408,6/30/2019 0:00:00,14854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2740633.00,0.00,2740633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46955.00,0.00,46955.00,2922621.00,2922621.00,0.00,135033.00,0.00,135033.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,120.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00
60409,6/30/2019 0:00:00,14855,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00
60413,6/30/2019 0:00:00,14859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34500.00,34500.00,0.00,34500.00,0.00,34500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
60419,6/30/2019 0:00:00,14865,0.00,0.00,0.00,0.00,0.00,0.00,2008693.00,2008693.00,0.00,0.00,0.00,0.00,4189624.00,0.00,4189624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1014581.00,0.00,1014581.00,0.00,0.00,0.00,7212898.00,7212898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,103.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
60423,6/30/2019 0:00:00,14868,0.00,0.00,0.00,0.00,0.00,0.00,13827.00,13827.00,0.00,53123.00,53123.00,0.00,1282571.00,0.00,1282571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,605767.00,0.00,605767.00,0.00,0.00,0.00,1955288.00,1955288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00
60428,6/30/2019 0:00:00,14873,0.00,0.00,0.00,0.00,0.00,0.00,5533397.00,5533397.00,0.00,0.00,0.00,0.00,7022398.00,0.00,7022398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4901533.00,0.00,4901533.00,2750000.00,0.00,2750000.00,26404757.00,26404757.00,0.00,6197429.00,0.00,6197429.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,432.00,0.00,804.00,0.00,0.00,0.00,0.00,0.00,493.00
60429,6/30/2019 0:00:00,14874,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1656366.00,0.00,1656366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1969366.00,1969366.00,0.00,313000.00,0.00,313000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
60435,6/30/2019 0:00:00,14880,0.00,0.00,0.00,0.00,0.00,0.00,4557931.00,4557931.00,0.00,0.00,0.00,0.00,7926238.00,0.00,7926238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206578.00,0.00,206578.00,0.00,0.00,0.00,14068302.00,14068302.00,0.00,1377555.00,0.00,1377555.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,0.00,0.00,9.00,0.00,9.00,206.00,521.00,4.00,0.00,0.00,0.00,0.00,0.00,47.00
60436,6/30/2019 0:00:00,14881,0.00,0.00,0.00,0.00,0.00,0.00,1060673.00,1060673.00,0.00,1457187.00,1457187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1011989.00,0.00,1011989.00,31066.00,0.00,31066.00,3560915.00,3560915.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,358.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,378.00
60438,6/30/2019 0:00:00,14883,0.00,0.00,0.00,0.00,0.00,0.00,95007045.00,95007045.00,0.00,622264.00,622264.00,0.00,76496784.00,0.00,76496784.00,0.00,0.00,0.00,18381287.00,0.00,18381287.00,0.00,0.00,0.00,22209005.00,22209005.00,0.00,3534984.00,0.00,3534984.00,15128212.00,0.00,15128212.00,238474338.00,238474338.00,0.00,47685049.00,0.00,47685049.00,172.00,2.00,0.00,21.00,0.00,0.00,34.00,0.00,59.00,2.00,136.00,2.00,138.00,15.00,0.00,25.00,0.00,36.00,174.00,1131.00,3101.00,0.00,0.00,0.00,0.00,0.00,0.00,2257.00
60439,6/30/2019 0:00:00,14884,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
60457,6/30/2019 0:00:00,14898,0.00,0.00,0.00,0.00,0.00,0.00,14346611.00,14346611.00,0.00,0.00,0.00,0.00,67036050.00,0.00,67036050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1596769.00,0.00,1596769.00,1035083.00,0.00,1035083.00,90052493.00,90052493.00,0.00,6037980.00,0.00,6037980.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,27.00,27.00,466.00,972.00,0.00,0.00,0.00,0.00,0.00,0.00,102.00
60463,6/30/2019 0:00:00,14903,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29872596.00,0.00,29872596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29872596.00,29872596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,986.00
60466,6/30/2019 0:00:00,14906,0.00,0.00,0.00,0.00,0.00,0.00,5108309.00,3088912.00,2019397.00,0.00,0.00,0.00,18756979.00,0.00,18756979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,814543.00,0.00,814543.00,1282965.00,0.00,1282965.00,28370196.00,26350799.00,2019397.00,2407400.00,0.00,2407400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.00,473.00,0.00,0.00,0.00,0.00,0.00,0.00,388.00
60467,6/30/2019 0:00:00,14907,0.00,0.00,0.00,0.00,0.00,0.00,3536595.00,3536595.00,0.00,0.00,0.00,0.00,2141553.00,0.00,2141553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74070.00,0.00,74070.00,948164.00,0.00,948164.00,7320543.00,7320543.00,0.00,620161.00,0.00,620161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.00,183.00,0.00,0.00,0.00,0.00,0.00,0.00,649.00
60470,6/30/2019 0:00:00,14910,0.00,0.00,0.00,0.00,0.00,0.00,1366582.00,1366582.00,0.00,0.00,0.00,0.00,10275780.00,0.00,10275780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2099.00,2099.00,0.00,0.00,0.00,0.00,213.00,0.00,213.00,13475303.00,13475303.00,0.00,1832728.00,0.00,1832728.00,10.00,6.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,4.00,5.00,6.00,11.00,4.00,0.00,3.00,1.00,5.00,16.00,308.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,357.00
60475,6/30/2019 0:00:00,14915,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00
60480,6/30/2019 0:00:00,14918,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
60483,6/30/2019 0:00:00,14920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1227068.00,0.00,1227068.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760834.00,0.00,760834.00,0.00,0.00,0.00,2227102.00,2227102.00,0.00,239200.00,0.00,239200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,217.00
60484,6/30/2019 0:00:00,14921,0.00,0.00,0.00,0.00,0.00,0.00,49669318.00,49669318.00,0.00,0.00,0.00,0.00,123976733.00,0.00,123976733.00,0.00,0.00,0.00,2304336.00,0.00,2304336.00,0.00,0.00,0.00,2661116.00,2661116.00,0.00,4701751.00,0.00,4701751.00,10539379.00,0.00,10539379.00,220457546.00,220457546.00,0.00,31570365.00,0.00,31570365.00,37.00,12.00,0.00,0.00,0.00,0.00,3.00,2.00,11.00,8.00,14.00,12.00,26.00,23.00,0.00,0.00,1.00,23.00,49.00,1850.00,2608.00,0.00,0.00,0.00,0.00,0.00,0.00,1082.00
60491,6/30/2019 0:00:00,14927,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515443.00,0.00,515443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515443.00,515443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00
60494,6/30/2019 0:00:00,14930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57021.00,57021.00,0.00,1280880.00,0.00,1280880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319755.00,0.00,319755.00,0.00,0.00,0.00,1657656.00,1657656.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,4.00,0.00,0.00,0.00,12.00,15.00,82.00,3.00,24.00,0.00,8.00,0.00,0.00,8.00,417.00
60497,6/30/2019 0:00:00,14933,0.00,0.00,0.00,0.00,0.00,0.00,22961245.00,22961245.00,0.00,0.00,0.00,0.00,110887845.00,0.00,110887845.00,0.00,0.00,0.00,22714584.00,0.00,22714584.00,0.00,0.00,0.00,31251231.00,31251231.00,0.00,21715280.00,0.00,21715280.00,17450.00,0.00,17450.00,197033179.00,197033179.00,0.00,41451359.00,0.00,41451359.00,201.00,0.00,4.00,36.00,0.00,0.00,60.00,0.00,61.00,0.00,152.00,0.00,152.00,9.00,0.00,0.00,0.00,49.00,201.00,2012.00,1808.00,39.00,0.00,0.00,0.00,0.00,0.00,4550.00
60500,6/30/2019 0:00:00,14936,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516598.00,0.00,516598.00,0.00,0.00,0.00,2137706.00,2137706.00,0.00,1621108.00,0.00,1621108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00
60501,6/30/2019 0:00:00,14937,0.00,0.00,0.00,0.00,0.00,0.00,566428.00,566428.00,0.00,0.00,0.00,0.00,483289.00,0.00,483289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.00,759.00,0.00,0.00,0.00,0.00,1980.00,0.00,1980.00,7374232.00,7374232.00,0.00,6322535.00,0.00,6322535.00,31.00,0.00,1.00,2.00,0.00,0.00,12.00,0.00,13.00,0.00,28.00,0.00,28.00,0.00,0.00,2.00,0.00,3.00,31.00,561.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,538.00
60509,6/30/2019 0:00:00,14945,0.00,0.00,0.00,0.00,0.00,0.00,3541808.00,3541808.00,0.00,494944.00,494944.00,0.00,26564634.00,0.00,26564634.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1204975.00,1165046.00,39929.00,218986.00,0.00,218986.00,3455872.00,0.00,3455872.00,46031366.00,46031366.00,0.00,11755122.00,0.00,11755122.00,159.00,8.00,3.00,98.00,0.00,0.00,29.00,3.00,7.00,4.00,43.00,8.00,50.00,15.00,0.00,6.00,1.00,116.00,167.00,1376.00,640.00,11.00,1.00,0.00,0.00,0.00,1.00,1227.00
60519,6/30/2019 0:00:00,14953,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387804.00,0.00,387804.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,848754.00,848754.00,0.00,460950.00,0.00,460950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
60520,6/30/2019 0:00:00,14954,0.00,0.00,0.00,0.00,0.00,0.00,79106165.00,79106165.00,0.00,0.00,0.00,0.00,365600945.00,0.00,365600945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27718415.00,0.00,27718415.00,54951553.00,0.00,54951553.00,580819823.00,580819823.00,0.00,53442745.00,0.00,53442745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3489.00,2941.00,0.00,0.00,0.00,0.00,0.00,0.00,3037.00
60522,6/30/2019 0:00:00,14956,0.00,0.00,0.00,0.00,0.00,0.00,21297676.00,21297676.00,0.00,0.00,0.00,0.00,87796287.00,0.00,87796287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1472144.00,244266.00,1227878.00,11584198.00,0.00,11584198.00,0.00,0.00,0.00,138487048.00,138487048.00,0.00,17808887.00,0.00,17808887.00,123.00,144.00,13.00,0.00,0.00,0.00,21.00,52.00,48.00,62.00,102.00,144.00,243.00,8.00,0.00,32.00,23.00,24.00,267.00,1306.00,2196.00,0.00,0.00,0.00,0.00,0.00,0.00,4445.00
60527,6/30/2019 0:00:00,14961,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3773060.00,0.00,3773060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1185287.00,0.00,1185287.00,0.00,0.00,0.00,4958347.00,4958347.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,423.00
